expanded_id,batch_id,run_id,query_version,query,source_api,source_id,doi,title,year,authors,type,abstract,landing_url,pdf_url,license,oa_status,ontology_score,provisional_score,automatic_signal,decision,decision_reason,documentary_signal,actionable_signal,expanded_possible_score,queue_reason,screening_decision
X261,B06,20260831T003810Z,1.0.0,"""designing conversational agents""",Crossref,10.22430/22565337.1455,10.22430/22565337.1455,Designing Pedagogic Conversational Agents through Data Analysis,2020,Diana Pérez-Marín; Silvia Tamayo-Moreno,journal-article,"<jats:p>Pedagogical Conversational Agents are systems or programs that represent a resource and a means of learning for students, making the teaching and learning process more enjoyable. The aim is to improve the teaching-learning process. Currently, there are many agents being implemented in multiple knowledge domains. In our previous work, a methodology for designing agents was published, the result of which was Agent Dr. Roland, the first conversational agent for Early Childhood Education. In this paper, we propose the use of Data Analytics techniques to improve the design of the agent. Two new techniques are applied: KDDIAE, application of (Knowledge Discovery in Databases) to the Data of the Interaction between Agents and Students – Estudiantes in Spanish, and BIDAE (use of Data Analytics to obtain information of agents and students). The use of KDDIAE and BIDAE proves the existence of a fruitful relationship between learning analytics and learning design. Some samples of rules related to learning analytics and design are the following: (Learning Analytics) Children who initially do not know how to solve the exercise, after receiving help, are able to understand and solve it à (Learning Design) An agent for small children should be able to provide help. In addition, help should be entertaining and tailored to their characteristics because it is a resource that children actually use; or (Learning Analytics) Younger children use more voice interaction à (Learning Design) An agent interface for young children must incorporate voice commands. A complete list of rules related to learning analytics and design is provided for any researcher interested in PCA design. 72 children were able to use the new Dr. Roland after applying the learning analytics-design rules. They reported a 100 % satisfaction as they all enjoyed interacting with the agent.</jats:p>",https://doi.org/10.22430/22565337.1455,https://revistas.itm.edu.co/index.php/tecnologicas/article/download/1455/1529,http://creativecommons.org/licenses/by-nc-sa/4.0,,3,6,sistema=2;produto-design=3,screening-required,Automação não substitui leitura ontológica.,2,1,9,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X262,B06,20260831T003810Z,1.0.0,"""designing conversational agents""",Crossref,10.1145/3773077.3812151,10.1145/3773077.3812151,"Designing Conversational Agents for Young Children: Comparing Disembodied, Embodied, and Customizable Agents",2026,Jasmine Elizabeth Tran; Young-jin Park; Mark Warschauer,proceedings-article,,https://doi.org/10.1145/3773077.3812151,https://dl.acm.org/doi/pdf/10.1145/3773077.3812151,https://creativecommons.org/licenses/by-nc-nd/4.0/legalcode,,4,5,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,2,0,7,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X263,B06,20260831T003810Z,1.0.0,"""designing conversational agents""",Crossref,10.34190/icair.5.1.4380,10.34190/icair.5.1.4380,"Mapping Moves, Modes and Methods: Designing Socratic Conversational Agents for AI-Enhanced Learning",2025,Jolanda Morkel,journal-article,"<jats:p>Conversational agents powered by Large Language Models (LLMs) are increasingly proposed as scalable tools for personalised learning support. Yet much existing research focuses on algorithmic capability rather than the nuanced human learning dialogues that shape educational practice. This leaves a gap in empirically informed frameworks for translating rich instructional conversation into actionable design principles for Socratic AI partners. This paper addresses this need through a secondary analysis of live, online design critiques conducted at a South African university - an environment reflective of many Global South contexts marked by resource constraints, student diversity, and socio-economic pressure. Building on the author’s doctoral research, the study synthesises previously collected empirical material, including surveys, a focus-group interview, and recorded critique sessions. A composite conceptual lens (Conversation Theory, Experiential Learning Theory, and Cognitive Apprenticeship) guided the interpretive analysis. The findings identify four recurring student–tutor relationship archetypes and four interaction dimensions that position critiques as formative, iterative, formal, and immersive. These insights are consolidated into a “moves–modes–methods” matrix that captures how knowledge is negotiated, feedback is scaffolded, and agency is fostered in the critique space. Mapping this matrix onto current scholarship on LLM-based tutors reveals both alignments, such as the value of probing questions, and tensions related to contextual sensitivity, including bandwidth limitations, student diversity, and socio-economic realities. By integrating detailed empirical insight with emerging work on AI-supported learning, the study offers an evidence-based framework to inform the design of conversational agents that augment human expertise while preserving the pedagogical integrity of the online critique in under-resourced, highly diverse settings.</jats:p>",https://doi.org/10.34190/icair.5.1.4380,https://papers.academic-conferences.org/index.php/icair/article/download/4380/3983,,,3,6,sistema=2;produto-design=3,screening-required,Automação não substitui leitura ontológica.,2,1,9,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X264,B06,20260831T003810Z,1.0.0,"""designing conversational agents""",Crossref,10.1145/3803767.3803773,10.1145/3803767.3803773,Designing Inclusive Voice-Based Conversational Agents for Individuals with Intellectual Disabilities,2026,Madhuka Nadeeshani,journal-article,"<jats:p>Voice-based conversational agents are becoming increasingly integrated into everyday life through mobile devices and smart speakers. These systems offer considerable potential to enhance social inclusion, independence, and engagement in daily activities for individuals with intellectual disabilities. However, mainstream conversational agents such as Google Home and Alexa Echo Show are primarily designed for neurotypical users and often fail to accommodate the cognitive and communication needs of individuals with intellectual disabilities. Consequently, this population experiences significant barriers when attempting to access and use such technologies meaningfully. This research explores how conversational agents can be effectively designed and developed to support individuals with intellectual disabilities. The study began with a systematic literature review examining existing research on conversational agents for this population. Following this, a user study was conducted over two-month period in a disability support organization, to investigate the specific needs, preferences, and challenges faced by individuals with intellectual disabilities when interacting with off-the-shelf systems. Drawing on these insights, a customized conversational agent is currently being designed and developed to address key accessibility and usability challenges. In the final phase, the agent will be deployed and evaluated in real-world settings to assess its usability, effectiveness, and impact on user engagement.</jats:p>",https://doi.org/10.1145/3803767.3803773,,,,3,6,sistema=2;produto-design=3,screening-required,Automação não substitui leitura ontológica.,1,0,7,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X265,B06,20260831T003810Z,1.0.0,"""designing conversational agents""",Crossref,10.1108/emjb-09-2021-0144,10.1108/emjb-09-2021-0144,Designing rule-based conversational agents with behavioral programming: a study of human subjects,2022,Ariel Rosenfeld; Nitzan Haimovich,journal-article,"<jats:sec> <jats:title content-type=""abstract-subheading"">Purpose</jats:title> <jats:p>In this work, the authors propose to harness the advantages of behavioral programming as a new technique for designing rule-based conversational agents.</jats:p> </jats:sec> <jats:sec> <jats:title content-type=""abstract-subheading"">Design/methodology/approach</jats:title> <jats:p>To examine the study’s hypotheses, the authors perform a first-of-its-kind user study through which the authors examine how potential designers, both expert designers, computationally-oriented designers, and otherwise, leverage behavioral programming (BP) and dialog graphs for designing conversational agents (CAs). The authors also use two standard CA settings common in the literature: designing a CA representative for a user in an online dating service and a non-character player in a role-playing game (RPG).</jats:p> </jats:sec> <jats:sec> <jats:title content-type=""abstract-subheading"">Findings</jats:title> <jats:p>The study’s results indicate that BP can be successfully utilized by computationally-oriented designers, with or without prior knowledge in CA design, and can facilitate the design of better CAs (i.e. more accurate and more robust). However, to capitalize on these potential advantages, designers may be required to devote more time to the design process and are likely to encounter higher temporal demand levels. These results suggest that BP, which was initially proposed and evaluated in the general context of software design, can constitute a valuable alternative to the classic rule-based CA design technique commonly practiced today.</jats:p> </jats:sec> <jats:sec> <jats:title content-type=""abstract-subheading"">Research limitations/implications</jats:title> <jats:p>An important limitation of this study is the relatively small participant pool. While the authors do plan to extend this study in the future, the current coronavirus disease 2019 (COVID-19) situation makes it ever more complex to conduct formal user studies of this kind. It is, however, important to note that despite the low number of participants, many of the results are found to be statistically significant.</jats:p> </jats:sec> <jats:sec> <jats:title content-type=""abstract-subheading"">Practical implications</jats:title> <jats:p>The authors plan to continue this line of work and conduct human studies for additional design techniques in other popular agent-based settings. Specifically, the authors seek to explore how people of different backgrounds should design agents for various tasks such as automated negotiation (e.g. how should a person design a representative agent to negotiate on her behalf?) and social choice (e.g. how should a person design a voting bot to represent her in online voting systems?).</jats:p> </jats:sec> <jats:sec> <jats:title content-type=""abstract-subheading"">Originality/value</jats:title> <jats:p> People are increasingly interacting with conversational agents in various settings and for a variety of reasons, as the market size of those agents keeps on growing every year. Through a first-of-its-kind human study ( <jats:italic>N</jats:italic> = 41), consisting of both expert designers, computationally-oriented designers, and otherwise, the authors demonstrate a few key advantages and limitations of BP in the realm of conversational agents and propose its consideration as an alternative to the classic dialog graph technique. </jats:p> </jats:sec>",https://doi.org/10.1108/emjb-09-2021-0144,,https://www.emerald.com/insight/site-policies,,3,6,sistema=2;produto-design=3,screening-required,Automação não substitui leitura ontológica.,1,1,8,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X266,B06,20260831T003810Z,1.0.0,"""designing conversational agents""",Crossref,10.51363/unifr.eth.2026.034,10.51363/unifr.eth.2026.034,FCCC framework for conversational AI systems,,Sophie Hundertmark,dissertation,"<jats:p>This dissertation presents the Fuzzy Conversational Character Computing (FCCC) framework, a new conceptual framework for designing conversational AI systems that act as self-regulating, adaptive and ethically aligned. It builds upon four theoretical foundations: systems theory (von Bertalanffy, 1949) for self-regulation, fuzzy logic (Zadeh, 1965) to manage linguistic ambiguity, conversational theory (Pask, 1965; Pangaro, 2010) to model dynamic human–machine feedback loops, and Character Computing (El Bolock et al., 2020) to integrate personality, affective state and behaviour. Using Design Science Research (Möller et al., 2020), the thesis combines theoretical synthesis, empirical investigation and artefact evaluation. Four independent use cases yielded seven design requirements for the FCCC artefact. The findings reveal how conversational AI can balance user expectations, company objectives and ethical responsibility while ensuring sustainable interaction quality. The FCCC Framework connects conversational loops with multidimensional fuzzy classifications (Zumstein, 2007, 2026) and Character Computing, enabling continuous learning from user input and context. Its inner part is mathematically formulated and implemented as a prototype chatbot integrating fuzzy personality vectors with large language models, demonstrating how emotional inputs translate into adaptive responses that dynamically adjust tone, style and empathy. Focus groups and expert interviews confirm the framework's organizational feasibility and ethical relevance within Life Engineering. By prioritizing transparency, user well-being and responsible automation, the FCCC Framework contributes to ""life agents"" that support human flourishing, uniting psychology, computer science and business informatics into a sustainable, empathetic and explainable AI architecture.</jats:p>",https://doi.org/10.51363/unifr.eth.2026.034,https://folia.unifr.ch/documents/335279/files/phd_Hundertmarks.pdf,https://creativecommons.org/licenses/by/4.0/,,3,6,sistema=1;produto-design=4,screening-required,Automação não substitui leitura ontológica.,2,1,9,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X267,B06,20260831T003810Z,1.0.0,"""designing conversational agents""",Crossref,10.2196/preprints.38669,10.2196/preprints.38669,Designing Virtual Reality–Based Conversational Agents to Train Clinicians in Verbal De-escalation Skills: Exploratory Usability Study (Preprint),2022,Nathan Moore; Naseem Ahmadpour; Martin Brown; Philip Poronnik; Jennifer Davids,posted-content,"<sec> <title>BACKGROUND</title> <p>Violence and aggression are significant workplace challenges faced by clinicians worldwide. Traditional methods of training consist of “on-the-job learning” and role-play simulations. Although both approaches can result in improved skill levels, they are not without limitation. Interactive simulations using virtual reality (VR) can complement traditional training processes as a cost-effective, engaging, easily accessible, and flexible training tool.</p> </sec> <sec> <title>OBJECTIVE</title> <p>In this exploratory study, we aimed to determine the feasibility of and barriers to verbal engagement with a virtual agent in the context of the Code Black VR application. Code Black VR is a new interactive VR-based verbal de-escalation trainer that we developed based on the Clinical Training Through VR Design Framework.</p> </sec> <sec> <title>METHODS</title> <p>In total, 28 participants with varying clinical expertise from 4 local hospitals enrolled in the Western Sydney Local Health District Clinical Initiative Nurse program and Transition to Emergency Nursing Programs and participated in 1 of 5 workshops. They completed multiple playthroughs of the Code Black VR verbal de-escalation trainer application and verbally interacted with a virtual agent. We documented observations and poststudy reflection notes. After the playthroughs, the users completed the System Usability Scale and provided written comments on their experience. A thematic analysis was conducted on the results. Data were also obtained through the application itself, which also recorded the total interactions and successfully completed interactions.</p> </sec> <sec> <title>RESULTS</title> <p>The Code Black VR verbal de-escalation training application was well received. The findings reinforced the factors in the existing design framework and identified 3 new factors—motion sickness, perceived value, and privacy—to be considered for future application development.</p> </sec> <sec> <title>CONCLUSIONS</title> <p>Verbal interaction with a virtual agent is feasible for training staff in verbal de-escalation skills. It is an effective medium to supplement clinician training in verbal de-escalation skills. We provide broader design considerations to guide further developments in this area.</p> </sec>",https://doi.org/10.2196/preprints.38669,,,,3,6,sistema=2;produto-design=4,screening-required,Automação não substitui leitura ontológica.,1,1,8,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X268,B06,20260831T003810Z,1.0.0,"""chatbot design"" user experience",Crossref,10.1109/innocomp63224.2024.00028,10.1109/innocomp63224.2024.00028,Understanding customer service chatbot user experience: An experimental study of chatbot interaction design,2024,Udayan Giri; Anil Sharma; Shweta Oza; Pritpal Singh; Prikshat Kumar Angra; Aseem Khanna,proceedings-article,,https://doi.org/10.1109/innocomp63224.2024.00028,,https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,,3,6,sistema=1;produto-design=4,screening-required,Automação não substitui leitura ontológica.,1,0,7,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X269,B06,20260831T003810Z,1.0.0,"""chatbot design"" user experience",Crossref,10.21203/rs.3.rs-2886804/v1,10.21203/rs.3.rs-2886804/v1,User experience of a family health history chatbot: A quantitative analysis,2023,Caitlin Allen,posted-content,"<jats:title>Abstract</jats:title> <jats:p><jats:bold>Objective:</jats:bold> Family health history (FHx) is an important tool in assessing one’s risk towards specific health conditions. However, user experience of FHx collection tools is rarely studied. ItRunsInMyFamily.com (ItRuns) was developed to assess FHx and hereditary cancer risk. This study reports a quantitative user experience analysis of ItRuns. <jats:bold>Methods:</jats:bold> We conducted a public health campaign in November 2019 to promote FHx collection using ItRuns. We used software telemetry to quantify abandonment and time spent on ItRuns to identify user behaviors and potential areas of improvement. <jats:bold>Results:</jats:bold> Of 11065 users who started the ItRuns assessment, 4305 (38.91%) reached the final step to receive recommendations about hereditary cancer risk. Highest abandonment rates were during Introduction (32.82%), Invite Friends (29.03%), and Family Cancer History (12.03%) subflows. Median time to complete the assessment was 636 seconds. Users spent the highest median time on Proband Cancer History (124.00 seconds) and Family Cancer History (119.00 seconds) subflows. Search list questions took the longest to complete (median 19.50 seconds), followed by free text email input (15.00 seconds). <jats:bold>Conclusion:</jats:bold> Knowledge of objective user behaviors at a large scale and factors impacting optimal user experience will help enhance the ItRuns workflow and improve future FHx collection.</jats:p>",https://doi.org/10.21203/rs.3.rs-2886804/v1,,https://creativecommons.org/licenses/by/4.0/,,3,5,sistema=1;produto-design=2,screening-required,Automação não substitui leitura ontológica.,1,1,7,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X270,B06,20260831T003810Z,1.0.0,"""chatbot design"" user experience",Crossref,10.5220/0014812600004018,10.5220/0014812600004018,An Analysis of User Experience in Customer Service Chatbot Interactions Using the UEQ,2026,Davi Santos; Aliane Krassmann; Leo Paschoal,proceedings-article,,https://doi.org/10.5220/0014812600004018,,,,3,6,sistema=1;produto-design=3,screening-required,Automação não substitui leitura ontológica.,1,0,7,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X271,B06,20260831T003810Z,1.0.0,"""chatbot design"" user experience",Crossref,10.1109/icahn67688.2025.00029,10.1109/icahn67688.2025.00029,An LLM-Powered Chatbot Interface Design to Support User Experience Interviews for Product Design,2025,Huicong Hu; Yantong Lai; Chunjuan Guo; Zhaojie Song,proceedings-article,,https://doi.org/10.1109/icahn67688.2025.00029,,https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,,3,6,sistema=1;produto-design=4,screening-required,Automação não substitui leitura ontológica.,1,0,7,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X272,B06,20260831T003810Z,1.0.0,"""chatbot design"" user experience",Crossref,10.64753/jcasc.v10i4.3227,10.64753/jcasc.v10i4.3227,A Framework for Enhancing Airline Chatbot User Experience,2025,Mariae Khrisna Arreza,journal-article,"<jats:p>Many businesses today including the airline industry have achieved newfound ways of providing service to consumers through chatbots which deliver quick efficient seamless interactions enabling better satisfaction for users and business operation streamlining. The research focuses specifically on examining the feedback of users of their dialogue with airline chatbots as the study aims to develop a Utilization Framework that provides all the necessary components to enhance the services of an airline chatbot system. It has been established in the created framework that the phases of the following components from Opening, Dialog Flow, Referrals, to Exit are necessary for a better experience of the chatbot services. Results from the thematic analysis reveal seven central themes: 1) Ease of Use and Accessibility, 2) Helpfulness and Effectiveness, 3) User Frustration and Difficulty, 4) Need for Improvement and Human Support, 5) Impersonal and Robotic Interaction, 6) Perception of Quality and Value and, 7) Specific Functional Feedback. System improvement relies on the critical feedback mechanism during the Exit phase to facilitate continuous improvement. The research delivers a crucial understanding of chatbot development, particularly for airlines and other similar industries which depend on customer satisfaction along with service quality to maintain client retention.</jats:p>",https://doi.org/10.64753/jcasc.v10i4.3227,https://jcasc.com/index.php/jcasc/article/download/3227/1176,,,3,6,sistema=2;produto-design=4,screening-required,Automação não substitui leitura ontológica.,2,1,9,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
