expanded_id,batch_id,run_id,query_version,query,source_api,source_id,doi,title,year,authors,type,abstract,landing_url,pdf_url,license,oa_status,ontology_score,provisional_score,automatic_signal,decision,decision_reason,documentary_signal,actionable_signal,expanded_possible_score,queue_reason,screening_decision
X251,B06,20260831T003810Z,1.0.0,"""conversational UX""",Crossref,10.54941/ahfe1005836,10.54941/ahfe1005836,Grasping the complexity of UX in the Long-term in Interaction with Embodied Conversational Agents,2025,Joy Ciliani; Alessia Nicoletta Marino; Giulia Teverini; Patrizia Marti,proceedings-article,"<jats:p>To comprehensively evaluate the experience of interaction between humans and ECAs (Embodied Conversational Agents), it is essential to consider a complex entanglement of dimensions that dynamically develop over time. This paper provides a review of the available methods to evaluate the human-ECAs interaction, and discusses the relation between this experience of use over time. The research was carried out through a systematic literature review, on 5 databases: Scopus, ACM, Web of Science, PubMed and IEEE Xplore. Findings reveal that over 147 publications on human-ECAS interaction, only 13 address the experience evaluation. Of these, only 3 face evaluate the user experience with ECAs over time. The majority of these evaluation methods concentrate on momentary experiences, neglecting the long-term perspective. The paper provides a map of methods to evaluate several user experience dimensions of interactions with ECAs, highlighting the importance to apply these methods not only on the momentary interaction but repeatedly over time.</jats:p>",https://doi.org/10.54941/ahfe1005836,,,,3,6,sistema=2;produto-design=4,screening-required,Automação não substitui leitura ontológica.,1,1,8,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X252,B06,20260831T003810Z,1.0.0,"""voice user interface"" design",Crossref,10.1007/978-1-4020-2676-8_3,10.1007/978-1-4020-2676-8_3,Voice User Interface Design for Novice and Experienced Users,,James A. Larson,book-chapter,,https://doi.org/10.1007/978-1-4020-2676-8_3,,,,4,6,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,1,0,7,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X253,B06,20260831T003810Z,1.0.0,"""voice user interface"" design",Crossref,10.1109/wict.2011.6141225,10.1109/wict.2011.6141225,Optimizing speech naturalness in voice user interface design: A weakly-supervised approach,2011,Moses E. Ekpenyong,proceedings-article,,https://doi.org/10.1109/wict.2011.6141225,,,,4,6,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,1,0,7,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X254,B06,20260831T003810Z,1.0.0,"""voice user interface"" design",Crossref,10.31937/ijnmt.v6i2.1451,10.31937/ijnmt.v6i2.1451,E-commerce Design Interaction with Voice User Interface using User-centered Design Approach,2020,Rizky Faramita; Dessi Puji Lestari; Ginar Santika Niwanputri,journal-article,"<jats:p>The rapid expansion of e-commerce has encouraged many platforms to serve their consumers better, including by providing state-of-the-art user interaction. Voice user interface is integrated in the e-commerce in order to allow users doing multitask while having handful activities and simplify features whose discoverability is low. The interface is designed using user-centered design approach, specifically ISO 9241-210:2010 methodology. In addition, the interface is verified by usability testing conducted in three iterations for two personas. Verification process of the design shows that high-fidelity prototype is 83.0% helpful and 70.0% effective.</jats:p>",https://doi.org/10.31937/ijnmt.v6i2.1451,https://ejournals.umn.ac.id/index.php/IJNMT/article/download/1451/862,http://creativecommons.org/licenses/by-nc-sa/4.0,,3,6,sistema=1;produto-design=4,screening-required,Automação não substitui leitura ontológica.,2,1,9,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X255,B06,20260831T003810Z,1.0.0,"""voice user interface"" design",Crossref,10.1145/3338286.3344424,10.1145/3338286.3344424,Tools to Support Voice User Interface Design,2019,Christine Murad,proceedings-article,,https://doi.org/10.1145/3338286.3344424,,https://www.acm.org/publications/policies/copyright_policy#Background,,4,6,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,1,0,7,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X256,B06,20260831T003810Z,1.0.0,"""voice user interface"" design",Crossref,10.18208/ksdc.2017.23.3.57,10.18208/ksdc.2017.23.3.57,The Study on Consideration of Voice User Interface Design - Focused on Intelligent Voice Assistant on Smartphones -,2017,Min Jung Kim,journal-article,,https://doi.org/10.18208/ksdc.2017.23.3.57,,,,4,6,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,1,0,7,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X257,B06,20260831T003810Z,1.0.0,"""conversational agent design""",Crossref,10.31234/osf.io/t2r3z,10.31234/osf.io/t2r3z,"A conversational agent framework for mental health screening: Design, implementation, and usability",2023,Rares Boian; Ana-Maria Bucur; Diana Todea; Andreea Iuliana Luca; Traian Rebedea; Ioana Podina,posted-content,"<p>The study introduces a chatbot system, entitled aiCARE, whose framework supports Likert-based screening for mental disorders. The goals were to accurately interpret users' free-text responses and correctly identify the corresponding Likert answer, reduce the frequency of sub-dialogues to clarify responses, and evaluate the chatbot's usability. The chatbot was trained on data collected in a non-AI phase (Phase 1; N = 274; Mage = 21.86, SD = 5.50, 67.8% women) and later tested in an AI-assisted data phase (Phase 2; N = 587; Mage = 21.56, SD = 5.56, 67.8% women). The performance of the AI models was high in all three surveys on which it was tested (i.e., The Patient Health Questionnaire - 9, General Anxiety Disorder - 7, The Posttraumatic Stress Disorder Checklist), F1 ranged from 0.70 to 0.73. The interaction between the conversational agent and the user was smooth at Phase 2, only in 4.64% of the cases the chatbot asked for clarifications. Moreover, the AI understood the responses that it received in 85.63% of the cases and was able to interpret free-text responses similar to human annotators with a Cohen's k varying from .76 to .85. The usability of the chatbot, measured with the Chatbot Usability Questionnaire, was optimal. In contrast to the training phase, the chatbot in Phase 2 was perceived as more engaging, less robotic, friendlier, easier to use, and as handling errors well, which could be indirectly due to the higher autonomy provided by the AI component. Limitations and future directions are discussed.</p>",https://doi.org/10.31234/osf.io/t2r3z,,,,3,6,sistema=2;produto-design=3,screening-required,Automação não substitui leitura ontológica.,1,1,8,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X258,B06,20260831T003810Z,1.0.0,"""conversational agent design""",Crossref,10.2139/ssrn.4346205,10.2139/ssrn.4346205,"Design, Implementation, and Usability Findings for aiCARE: A Conversational Agent for Mental Health Screening in Discord",2023,Rares Boian; Ana-Maria Bucur; Diana Todea; Andreea Luca; Traian Rebedea; Ioana Podina,posted-content,"<jats:p>The current work presents the aiCARE chatbot, a system that can support Likert-based screening methods for mental disorders. The goals were to accurately interpret users' free-text responses and correctly identify the corresponding Likert answer, reduce the frequency of sub-dialogues to clarify responses, and evaluate the usability of the aiCARE chatbot. The aiCARE chatbot was trained on data collected in a non-AI phase (Phase 1; N = 274; Mage = 21.86, SD = 5.50, 67.8% women) and later tested in an AI-assisted data phase (Phase 2; N = 587; Mage = 21.56, SD = 5.56, 67.8% women). The performance of the AI models was high in all three surveys on which it was tested (i.e., The Patient Health Questionnaire - 9, General Anxiety Disorder - 7, The Posttraumatic Stress Disorder Checklist), F1 ranged from 0.70 to 0.73. The interaction between the conversational agent and the user was smooth at Phase 2, only in 4.64% of the cases the chatbot asked for clarifications. Moreover, the AI understood the responses that it received in 85.63% of the cases and was able to interpret free-text responses in a similar manner to human annotators with a Cohen's k varying from .76 to .85. The usability of the chatbot, as determined by the Chatbot Usability Questionnaire, was optimal. In contrast to the training phase, the chatbot in Phase 2 was perceived as more engaging, less robotic, friendlier, easier to use, and as handling errors well, which could be indirectly due to the higher autonomy provided by the AI component. Limitations and future directions are discussed.</jats:p>",https://doi.org/10.2139/ssrn.4346205,,,,3,6,sistema=2;produto-design=3,screening-required,Automação não substitui leitura ontológica.,1,1,8,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X259,B06,20260831T003810Z,1.0.0,"""conversational agent design""",Crossref,10.3390/robotics12050120,10.3390/robotics12050120,The Co-Design of an Embodied Conversational Agent to Help Stroke Survivors Manage Their Recovery,2023,Deborah Richards; Paulo Sergio Miranda Maciel; Heidi Janssen,journal-article,"<jats:p>Whilst the use of digital interventions to assist patients with self-management involving embodied conversational agents (ECA) is emerging, the use of such agents to support stroke rehabilitation and recovery is rare. This iTakeCharge project takes inspiration from the evidence-based narrative style self-management intervention for stroke recovery, the ‘Take Charge’ intervention, which has been shown to contribute to significant improvements in disability and quality of life after stroke. We worked with the developers and deliverers of the ‘Take Charge’ intervention tool, clinical stroke researchers and stroke survivors, to adapt the ‘Take Charge’ intervention tool to be delivered by an ECA (i.e., the Taking Charge Intelligent Agent (TaCIA)). TaCIA was co-designed using a three-phased approach: Stage 1: Phase I with the developers and Phase II with people who delivered the original Take Charge intervention to stroke survivors (i.e., facilitators); and Stage 2: Phase III with stroke survivors. This paper reports the results from each of these phases including an evaluation of the resulting ECA. Stage 1: Phase I, where TaCIA V.1 was evaluated by the Take Charge developers, did not build a good working alliance, provide adequate options, or deliver the intended Take Charge outcomes. In particular, the use of answer options and the coaching aspects of TaCIA V.1 were felt to conflict with the intention that Take Charge facilitators would not influence the responses of the patient. In response, in Stage 1: Phase II, TaCIA V.2 incorporated an experiment to determine the value of providing answer options versus free text responses. Take Charge facilitators agreed that allowing an open response concurrently with providing answer options was optimal and determined that working alliance and usability were satisfactory. Finally, in Stage 2: Phase III, TaCIA V.3 was evaluated with eight stroke survivors and was generally well accepted and considered useful. Increased user control, clarification of TaCIA’s role, and other improvements to improve accessibility were suggested. The article concludes with limitations and recommendations for future changes based on stroke survivor feedback.</jats:p>",https://doi.org/10.3390/robotics12050120,,https://creativecommons.org/licenses/by/4.0/,,3,6,sistema=2;produto-design=4,screening-required,Automação não substitui leitura ontológica.,1,1,8,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X260,B06,20260831T003810Z,1.0.0,"""conversational agent design""",Crossref,10.1007/s10489-013-0489-6,10.1007/s10489-013-0489-6,Erratum to: Natural language scripting within conversational agent design,2013,Karen O’Shea; Keeley Crockett; Zuhair Bandar; James O’Shea,journal-article,,https://doi.org/10.1007/s10489-013-0489-6,http://link.springer.com/content/pdf/10.1007/s10489-013-0489-6.pdf,http://www.springer.com/tdm,,4,5,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,2,0,7,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
