expanded_id,batch_id,run_id,query_version,query,source_api,source_id,doi,title,year,authors,type,abstract,landing_url,pdf_url,license,oa_status,ontology_score,provisional_score,automatic_signal,decision,decision_reason,documentary_signal,actionable_signal,expanded_possible_score,queue_reason,screening_decision
X101,B03,20260831T003810Z,1.0.0,"""voice user interface"" design",OpenAlex,https://openalex.org/W3032099765,https://doi.org/10.1145/3334480.3383075,"""I Can Feel Your Empathic Voice"": Effects of Nonverbal Vocal Cues in Voice User Interface",2020,Jieun Kim; Woochan Kim; Jungwoo Nam; Hayeon Song,conference-paper,"Active use of voice assistant highlights the importance of interpersonal relationships with the conversational voice agent. When the agent evaluates a user's task performance, empathic feedback is needed to prevent the user's negative feelings. Voice reflects emotions through its nonverbal voice features that can either strengthen or lessen the feeling of empathy. Our study investigated the effect of nonverbal vocal cues in speech interaction on the user's perception toward the agent. 39 university students participated in the experiment, and MANOVA was tested to analyze their responses regarding intimacy, similarity, connectedness, enjoyment, and ease of use. The study result showed that using nonverbal vocal cues on empathic feedback contributes to establishing an interpersonal relationship with the agent, which gives implications to the fields of human-centered agent design.",https://doi.org/10.1145/3334480.3383075,,,closed,3,6,sistema=2;produto-design=3,screening-required,Automação não substitui leitura ontológica.,1,0,7,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X102,B03,20260831T003810Z,1.0.0,"""voice user interface"" design",OpenAlex,https://openalex.org/W1559453099,https://doi.org/10.21437/interspeech.2005-782,Voice user interface design for automated directory assistance,2005,Esther Levin; Amir Mané,conference-paper,"This paper focuses on the challenges that one encounters when building for commercial deployment an automated system for Directory Assistance (DA.) The design for an automated DA system needs to take into account constraints and requirements that arise from three distinct aspects of the application, namely, the business drivers, the user needs, and the strengths and weaknesses of voice technologies. 1.",https://doi.org/10.21437/interspeech.2005-782,,,closed,4,6,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,1,0,7,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X103,B03,20260831T003810Z,1.0.0,"""voice user interface"" design",OpenAlex,https://openalex.org/W2160214556,https://doi.org/10.1109/glocom.1999.827565,The voice user interface,2003,Joseph P. Olive,conference-paper,"Although speech is often the most efficient form of interpersonal communication, its use is more limited in the context of human-computer communication due to the current limitations in computer speech technology. Despite these shortcomings, carefully designed applications can enhance the user voice interface. Such applications are especially vital in areas requiring remote or ""hands free"" access. This paper describes the technologies needed for human-computer communication, discuss the limitations of the technologies and present possible applications that are feasible with existing technology.",https://doi.org/10.1109/glocom.1999.827565,,,closed,3,6,sistema=1;produto-design=3,screening-required,Automação não substitui leitura ontológica.,1,0,7,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X104,B03,20260831T003810Z,1.0.0,"""voice user interface"" design",OpenAlex,https://openalex.org/W4205514079,https://doi.org/10.3389/frobt.2021.730992,Speed Dating with Voice User Interfaces: Understanding How Families Interact and Perceive Voice User Interfaces in a Group Setting,2022,Anastasia K. Ostrowski; Jenny Fu; Vasiliki Zygouras; Hae Won Park; Cynthia Breazeal,article,"As voice-user interfaces (VUIs), such as smart speakers like Amazon Alexa or social robots like Jibo, enter multi-user environments like our homes, it is critical to understand how group members perceive and interact with these devices. VUIs engage socially with users, leveraging multi-modal cues including speech, graphics, expressive sounds, and movement. The combination of these cues can affect how users perceive and interact with these devices. Through a set of three elicitation studies, we explore family interactions (N = 34 families, 92 participants, ages 4–69) with three commercially available VUIs with varying levels of social embodiment. The motivation for these three studies began when researchers noticed that families interacted differently with three agents when familiarizing themselves with the agents and, therefore, we sought to further investigate this trend in three subsequent studies designed as a conceptional replication study. Each study included three activities to examine participants’ interactions with and perceptions of the three VUIS in each study, including an agent exploration activity, perceived personality activity, and user experience ranking activity. Consistent for each study, participants interacted significantly more with an agent with a higher degree of social embodiment, i.e., a social robot such as Jibo, and perceived the agent as more trustworthy, having higher emotional engagement, and having higher companionship. There were some nuances in interaction and perception with different brands and types of smart speakers, i.e., Google Home versus Amazon Echo, or Amazon Show versus Amazon Echo Spot between the studies. In the last study, a behavioral analysis was conducted to investigate interactions between family members and with the VUIs, revealing that participants interacted more with the social robot and interacted more with their family members around the interactions with the social robot. This paper explores these findings and elaborates upon how these findings can direct future VUI development for group settings, especially in familial settings.",https://doi.org/10.3389/frobt.2021.730992,,cc-by,gold,3,6,sistema=1;produto-design=4,screening-required,Automação não substitui leitura ontológica.,1,1,8,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X105,B03,20260831T003810Z,1.0.0,"""voice user interface"" design",OpenAlex,https://openalex.org/W3161840059,https://doi.org/10.1145/3411763.3451595,Integrating a Voice User Interface into a Virtual Therapy Platform,2021,Yun Liu; Lu Wang; William R. Kearns; Linda Wagner; John Raiti; Yuntao Wang; Weichao Yuwen,conference-paper,"More than 1 in 5 adults in the U.S. serving as family caregivers are the backbones of the healthcare system. Caregiving activities significantly affect their physical and mental health, sleep, work, and family relationships over extended periods. Many caregivers tend to downplay their own health needs and have difficulty accessing support. Failure to maintain their own health leads to diminished ability in providing high-quality care to their loved ones. Voice user interfaces (VUIs) hold promise in providing tailored support family caregivers need in maintaining their own health, such as flexible access and handsfree interactions. This work is the integration of VUIs into a virtual therapy platform to promote user engagement in self-care practices. We conducted user research with family caregivers and subject matter experts, and designed multiple prototypes with user evaluations. Advantages, limitations, and design considerations for integrating VUIs into virtual therapy are discussed.",https://doi.org/10.1145/3411763.3451595,,,closed,3,6,sistema=1;produto-design=4,screening-required,Automação não substitui leitura ontológica.,1,1,8,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X106,B03,20260831T003810Z,1.0.0,"""voice user interface"" design",OpenAlex,https://openalex.org/W3034142844,https://doi.org/10.1007/s10796-020-10015-6,Understanding Technology as Situated Practice: Everyday use of Voice User Interfaces Among Diverse Groups of Users in Urban India,2020,Linus Kendall; Bidisha Chaudhuri; Apoorva Bhalla,article,"Abstract As smartphones have become ubiquitous across urban India, voice user interfaces (VUIs) are increasingly becoming part of diverse groups of users’ daily experiences. These technologies are now generally accessible as a result of improvements in mobile Internet access, [-8.5pc]Biography is Required. Please provide. introduction of low-cost smartphones and the ongoing process of their localisation into Indian languages. However, when people engage with technologies in their everyday lives, they not only enact the material attributes of the artifact but also draw on their skills, social positions, prior experience and societal norms and expectations to make use of the artifact. Drawing on Orlikowski’s analytical framework of “technologies-in-practice” we engage in an interview-based exploratory study among diverse groups of users in urban India to understand use of VUIs as situated practice. We identify three technologies-in-practice emerging through enactment of VUIs on users’ smartphones: looking up, learning and leisure. We argue that – instead of asking why and how users appropriate VUIs – identifying different kinds of enactments of VUIs present researchers and practitioners with a more nuanced understanding of existing and potential use of VUIs across varied contexts.",https://doi.org/10.1007/s10796-020-10015-6,https://link.springer.com/content/pdf/10.1007/s10796-020-10015-6.pdf,cc-by,hybrid,3,5,sistema=1;produto-design=2,screening-required,Automação não substitui leitura ontológica.,2,1,8,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X107,B03,20260831T003810Z,1.0.0,"""voice user interface"" design",OpenAlex,https://openalex.org/W2805177195,https://doi.org/10.1007/978-3-319-91250-9_10,Voice User Interface Interaction Design Research Based on User Mental Model in Autonomous Vehicle,2018,Yuemeng Du; Jingyan Qin; Shujing Zhang; Sha Cao; Jinhua Dou,conference-paper,,https://doi.org/10.1007/978-3-319-91250-9_10,,,closed,3,6,sistema=1;produto-design=3,screening-required,Automação não substitui leitura ontológica.,1,0,7,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X108,B03,20260831T003810Z,1.0.0,"""voice user interface"" design",OpenAlex,https://openalex.org/W4366590507,https://doi.org/10.1145/3544548.3581507,"OK Google, Let's Learn: Using Voice User Interfaces for Informal Self-Regulated Learning of Health Topics among Younger and Older Adults",2023,Smit Desai; Jessie Chin,conference-paper,"In this paper, we present Health Buddy, a voice agent integrated into commercially available Voice User Interfaces (VUIs) to support informal self-regulated learning (SRL) of health-related topics through multiple learning strategies and examine the efficacy of Health Buddy on learning outcomes for younger and older adults. We conducted a mixed-factorial-design experiment with 26 younger and 25 older adults, assigned to three SRL strategies (within-subjects): monologue, dialogue-based scaffolding building, and conceptual diagramming. We found that while younger adults benefit more from scaffolding building and conceptual diagramming, both younger and older adults showed equivalent learning outcomes. Furthermore, interaction fluency (operationalized by the number of conversational breakdowns) was associated with learning outcomes regardless of age. While older adults did not experience less fluent conversations, interaction fluency affected their technology acceptance toward VUIs more than younger ones. Our study discusses age-related learning differences and has implications for designing VUI-based learning programs for older adults.",https://doi.org/10.1145/3544548.3581507,https://dl.acm.org/doi/pdf/10.1145/3544548.3581507,,gold,3,6,sistema=1;produto-design=3,screening-required,Automação não substitui leitura ontológica.,2,1,9,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X109,B03,20260831T003810Z,1.0.0,"""voice user interface"" design",OpenAlex,https://openalex.org/W4388705817,https://doi.org/10.1002/smr.2618,Exploring the context of use for voice user interfaces: Toward context‐dependent user experience quality testing,2023,Andreas M. Klein; Jana Deutschländer; Kristina Kölln; Maria Rauschenberger; María José Escalona,article,"Abstract Voice user interface (VUI) systems, such as Alexa, Siri, and Google Assistant, are popular and widely available. Still, challenges such as privacy and the ability to have a dialog remain. In the latter example, the user expects a human‐like conversation, that is, that the VUI understands the dialog and its context. However, this VUI feature of context‐aware interaction is rather error prone. For this reason, we intend to explore the VUI context of use and its impact on interaction, that is, relevant user experience (UX). We see a demand for context‐dependent UX measurement because analyzing the context of use and UX assessment are both critical human‐centered design (HCD) methods. Therefore, we examine the VUI context of use by asking users about how, where, and for what they use VUIs, as well as their UX and improvement proposals. We interviewed people with disabilities who rely on VUIs and people without disabilities who use VUIs for convenience or fun. We identified VUI context‐of‐use categories and factors and explored their impacts on relevant UX qualities. Our result is a matrix containing these elements; thus, it provides an overview of the contextual UX of our target group's VUI interaction. We intend to develop a VUI context‐of‐use conceptual structure in the future based on this matrix, which is needed to create an automated context‐dependent UX measurement recommendation tool for VUIs. This conceptual structure could also be useful for automated UX testing in the context of VUI.",https://doi.org/10.1002/smr.2618,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smr.2618,cc-by-nc-nd,hybrid,3,6,sistema=1;produto-design=6,screening-required,Automação não substitui leitura ontológica.,2,1,9,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X110,B03,20260831T003810Z,1.0.0,"""voice user interface"" design",OpenAlex,https://openalex.org/W2514025902,https://doi.org/10.1145/2935334.2935386,What can I say?,2016,Eric Corbett; Astrid Weber,conference-paper,"Voice interactions on mobile phones are most often used to augment or supplement touch based interactions for users' convenience. However, for people with limited hand dexterity caused by various forms of motor-impairments voice interactions can have a significant impact and in some cases even enable independent interaction with a mobile device for the first time. For these users, a Mobile Voice User Interface (M-VUI), which allows for completely hands-free, voice only interaction would provide a high level of accessibility and independence. Implementing such a system requires research to address long standing usability challenges introduced by voice interactions that negatively affect user experience due to difficulty learning and discovering voice commands.",https://doi.org/10.1145/2935334.2935386,http://dl.acm.org/ft_gateway.cfm?id=2935386&type=pdf,,gold,3,6,sistema=1;produto-design=5,screening-required,Automação não substitui leitura ontológica.,2,0,8,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
