expanded_id,batch_id,run_id,query_version,query,source_api,source_id,doi,title,year,authors,type,abstract,landing_url,pdf_url,license,oa_status,ontology_score,provisional_score,automatic_signal,decision,decision_reason,documentary_signal,actionable_signal,expanded_possible_score,queue_reason,screening_decision
X161,B04,20260831T003810Z,1.0.0,"""designing conversational agents""",OpenAlex,https://openalex.org/W4415861870,https://doi.org/10.1145/3757232.3757235,Design Considerations for Conversational Agents to Assess the Social-emotional Well-being of Young Children in Low-Income South African Communities,2025,Lucretia Williams; Elizabeth Ankrah; Catherine E. Draper; Caylee J. Cook; Franceli L. Cibrian; Jesús A. Beltrán; Kimberley D. Lakes; Gillian R. Hayes,conference-paper,"A variety of digital technologies have been used to support early childhood development (ECD) programs in low-income South African communities. Even though technology has provided opportunities to increase access to health interventions, the lack of trust and socio-economic constraints under which these tools would need to work pose complex challenges. We examine home visitors’ work processes, experiences, and preferences of a conversational agent to support their work of administering social-emotional well-being assessments to young children ages 0-5. Analysis of the results of focus groups with 51 home visitors indicates the need for designing conversational agents that support ECD in the cultural context of South African communities, and engaging through trust-building activities, which is essential for the sustainability of an ECD intervention. We identified that home visitors find it essential to engage in trust-building activities with caregivers through personal storytelling, community workshops, and empathetic communication. This allows home visitors to engage caregivers in using a conversational agent for their child’s social-emotional well-being assessments. Additionally, we provide key design considerations for the low-income South African community context by designing the conversational agent in local languages, cultural phrases and idioms, and to include visual elements to enhance literacy. We present design implications for designing conversational agents rooted in a foundation of trust and ways to incorporate storytelling approaches into conversational agents. This work advances the exploration of the types of complex challenges that can arise in resource-constrained settings by introducing new technical methods in innovative ways rather than refraining due to implementation and sustainability challenges.",https://doi.org/10.1145/3757232.3757235,https://dl.acm.org/doi/pdf/10.1145/3757232.3757235,,gold,3,5,sistema=2;produto-design=2,screening-required,Automação não substitui leitura ontológica.,2,1,8,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X162,B04,20260831T003810Z,1.0.0,"""designing conversational agents""",OpenAlex,https://openalex.org/W2189560997,,"Proceedings of the 2014 workshop on Understanding and Modeling Multiparty, Multimodal Interactions",2014,Samer Al Moubayed; Dan Bohus; Anna Esposito; Dirk Heylen; Maria Koutsombogera; Harris Papageorgiou; Gabriel Skantze,other,"It is our great pleasure to welcome you to the ICMI 2014 Workshop on Understanding and Modeling Multiparty, Multimodal Interactions -- UM3I 2014. The workshop will highlight recent developments and adopted methodologies in the analysis and modeling of multiparty and multimodal interactions towards the design and implementation principles of related humanmachine interfaces. UM3I 2014 aims to explore this growing field of multiparty multimodal interaction by bridging this multidisciplinary area and bringing together researchers from domains of multimodal signal processing, dialog systems, human-computer interaction, human-robot interaction, multimodal conversation analysis and multimodal user interfaces. The call for papers attracted submissions from Asia, Europe, and the United States. The program committee reviewed and accepted the following papers: UM3I 2014 Reviewed Accepted - Full Technical Papers 8 8 100% We also encourage participants to attend the keynote talk presentation, a valuable and insightful talk that can and will guide us to a better understanding of the domain of interest: From Modeling Multimodal and Multiparty Interactions to Designing Conversational Agents, Yukiko Nakano (Seikei University)",https://dl.acm.org/action/showBook?doi=10.1145%2F2666242,,,closed,3,6,sistema=3;produto-design=4,screening-required,Automação não substitui leitura ontológica.,0,1,7,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X163,B04,20260831T003810Z,1.0.0,"""designing conversational agents""",OpenAlex,https://openalex.org/W4405767355,https://doi.org/10.48550/arxiv.2412.17049,Modular Conversational Agents for Surveys and Interviews,2024,"James Yu; Zhao, Jinhua; Luis Miranda-Moreno; Matthew Korp",preprint,"Surveys and interviews (structured, semi-structured, or unstructured) are widely used for collecting insights on emerging or hypothetical scenarios. Traditional human-led methods often face challenges related to cost, scalability, and consistency. Recently, various domains have begun to explore the use of conversational agents (chatbots) powered by large language models (LLMs). However, as public investments and policies on infrastructure and services often involve substantial public stakes and environmental risks, there is a need for a rigorous, transparent, privacy-preserving, and cost-efficient development framework tailored for such major decision-making processes. This paper addresses this gap by introducing a modular approach and its resultant parameterized process for designing conversational agents. We detail the system architecture, integrating engineered prompts, specialized knowledge bases, and customizable, goal-oriented conversational logic in the proposed approach. We demonstrate the adaptability, generalizability, and efficacy of our modular approach through three empirical studies: (1) travel preference surveys, highlighting multimodal (voice, text, and image generation) capabilities; (2) public opinion elicitation on a newly constructed, novel infrastructure project, showcasing question customization and multilingual (English and French) capabilities; and (3) transportation expert consultation about future transportation systems, highlighting real-time, clarification request capabilities for open-ended questions, resilience in handling erratic inputs, and efficient transcript post-processing. The results show the effectiveness of this modular approach and how it addresses key ethical, privacy, security, and token consumption concerns, setting the stage for the next-generation surveys and interviews.",http://arxiv.org/abs/2412.17049,https://arxiv.org/pdf/2412.17049,cc-by,green,3,6,sistema=4;produto-design=3,screening-required,Automação não substitui leitura ontológica.,2,1,9,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X164,B04,20260831T003810Z,1.0.0,"""designing conversational agents""",OpenAlex,https://openalex.org/W4308947461,https://doi.org/10.1186/s41239-022-00362-6,The impact of a virtual teaching assistant (chatbot) on students' learning in Ghanaian higher education,2022,Harry Barton Essel; Dimitrios Vlachopoulos; Akosua Tachie-Menson; Esi Eduafua Johnson; Papa Kwame Baah,article,"Abstract Chatbot usage is evolving rapidly in various fields, including higher education. The present study’s purpose is to discuss the effect of a virtual teaching assistant (chatbot) that automatically responds to a student’s question. A pretest–posttest design was implemented, with the 68 participating undergraduate students being randomly allocated to scenarios representing a 2 × 2 design (experimental and control cohorts). Data was garnered utilizing an academic achievement test and focus groups, which allowed more in depth analysis of the students’ experience with the chatbot. The results of the study demonstrated that the students who interacted with the chatbot performed better academically comparing to those who interacted with the course instructor. Besides, the focus group data garnered from the experimental cohort illustrated that they were confident about the chatbot’s integration into the course. The present study essentially focused on the learning of the experimental cohort and their view regarding interaction with the chatbot. This study contributes the emerging artificial intelligence (AI) chatbot literature to improve student academic performance. To our knowledge, this is the first study in Ghana to integrate a chatbot to engage undergraduate students. This study provides critical information on the use and development of virtual teaching assistants using a zero-coding technique, which is the most suitable approach for organizations with limited financial and human resources.",https://doi.org/10.1186/s41239-022-00362-6,https://educationaltechnologyjournal.springeropen.com/counter/pdf/10.1186/s41239-022-00362-6,cc-by,diamond,3,5,sistema=1;produto-design=2,screening-required,Automação não substitui leitura ontológica.,2,0,7,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X165,B04,20260831T003810Z,1.0.0,"""designing conversational agents""",OpenAlex,https://openalex.org/W7167671417,https://doi.org/10.17705/1cais.05840,Designing Conversational Agents for Search String Development in Literature Reviews,2026,Daniel Bierschwale; Phillip O. Gottschewski-Meyer; Thorsten Schoormann; Ralf Knackstedt,article,"Developing rigorous search strings is essential for systematic literature reviews (SLRs), yet it remains challenging for young researchers and interdisciplinary teams who struggle with keyword identification, terminological heterogeneity, and database-specific syntax. While numerous tools support downstream SLR phases, search string development often lacks dedicated support. We address this gap by developing a conversational agent (CA) called STRINGI that assists search string development through structured, guided, and pedagogically informed interactions. Following a design science research approach, we conducted interviews to understand the problem space, aggregated design knowledge from multiple research streams, and instantiated 22 design features through systematic prompt engineering. We contribute a CA-based SLR support tool, a transparent design-features-to-prompt-transfer approach, and insights into the design of polyadic CA architectures. This offers potential for young researchers and students to both perform literature reviews as part of their work and develop their understanding of scientific principles and methods. The CA bridges methodological prescriptions and operational support, enabling deployment while advancing research practices and offering potential for education.",https://aisel.aisnet.org/cais/vol58/iss1/65,https://aisel.aisnet.org/context/cais/article/4804/viewcontent/SS_25_299_C.pdf,,green,4,6,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,2,1,9,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X166,B04,20260831T003810Z,1.0.0,"""designing conversational agents""",OpenAlex,https://openalex.org/W7155470358,,Designing Conversational Agents for Search String Development in Literature Reviews,2026,Daniel Bierschwale; Phillip O. Gottschewski-Meyer; Thorsten Schoormann; Ralf Knackstedt,article,"Developing rigorous search strings is essential for systematic literature reviews (SLRs), yet it remains challenging for young researchers and interdisciplinary teams who struggle with keyword identification, terminological heterogeneity, and database-specific syntax. While numerous tools support downstream SLR phases, search string development often lacks dedicated support. We address this gap by developing a conversational agent (CA) called STRINGI that assists search string development through structured, guided, and pedagogically informed interactions. Following a design science research approach, we conducted interviews to understand the problem space, aggregated design knowledge from multiple research streams, and instantiated 22 design features through systematic prompt engineering. We contribute a CA-based SLR support tool, a transparent design-features-to-prompt-transfer approach, and insights into the design of polyadic CA architectures. This offers potential for young researchers and students to both perform literature reviews as part of their work and develop their understanding of scientific principles and methods. The CA bridges methodological prescriptions and operational support, enabling deployment while advancing research practices and offering potential for education.",https://aisel.aisnet.org/cais/vol58/iss1/65,,,closed,4,6,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,0,1,7,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X167,B04,20260831T003810Z,1.0.0,"""designing conversational agents""",OpenAlex,https://openalex.org/W4200026828,https://doi.org/10.1093/geroni/igab046.476,Designing Conversational Agents to Support Self-Regulated Learning for Older Adults,2021,Jessie Chin; Smit Desai,conference-abstract,"Abstract The rapid growth of the off-the-shelf smart speakers (such as Amazon Alexa and Google Home), also called Conversational Agents (CAs), creates potential to deliver everyday life support to users at home (such as checking weather, listening to news, scheduling events). Literature demonstrated the technology acceptance of CAs among older adults (including novice users) given the low barriers to use CAs. The natural conversations among CAs and users enable the opportunities to build deeper understandings about a topic through theory-driven guided dialogues. Our study has designed the metacognition strategies in the guided dialogues of CAs to support informal self-regulated learning of health information among older adults. The study has shown the feasibility and acceptance of CAs to help older adults learn new health information on their own through these guided dialogues. Additional analyses on the feasibilities to implement different metacognitive strategies in guided dialogues in the off-the-shelf CAs were also conducted.",https://doi.org/10.1093/geroni/igab046.476,https://academic.oup.com/innovateage/article-pdf/5/Supplement_1/123/43179629/igab046.476.pdf,cc-by,gold,4,5,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,2,0,7,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X168,B04,20260831T003810Z,1.0.0,"""dialogue design"" conversational system",OpenAlex,https://openalex.org/W3012220842,https://doi.org/10.1007/s12525-020-00414-7,AI-based chatbots in customer service and their effects on user compliance,2020,Martin Adam; Michael Wessel; Alexander Benlian,article,"Abstract Communicating with customers through live chat interfaces has become an increasingly popular means to provide real-time customer service in many e-commerce settings. Today, human chat service agents are frequently replaced by conversational software agents or chatbots, which are systems designed to communicate with human users by means of natural language often based on artificial intelligence (AI). Though cost- and time-saving opportunities triggered a widespread implementation of AI-based chatbots, they still frequently fail to meet customer expectations, potentially resulting in users being less inclined to comply with requests made by the chatbot. Drawing on social response and commitment-consistency theory, we empirically examine through a randomized online experiment how verbal anthropomorphic design cues and the foot-in-the-door technique affect user request compliance. Our results demonstrate that both anthropomorphism as well as the need to stay consistent significantly increase the likelihood that users comply with a chatbot’s request for service feedback. Moreover, the results show that social presence mediates the effect of anthropomorphic design cues on user compliance.",https://doi.org/10.1007/s12525-020-00414-7,https://link.springer.com/content/pdf/10.1007/s12525-020-00414-7.pdf,cc-by,hybrid,3,6,sistema=2;produto-design=3,screening-required,Automação não substitui leitura ontológica.,2,0,8,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X169,B04,20260831T003810Z,1.0.0,"""dialogue design"" conversational system",OpenAlex,https://openalex.org/W4256113941,https://doi.org/10.1145/965105.807504,Prototyping and simulation tools for user/computer dialogue design,1980,Paul R. Hanau; David R. Lenorovitz,article,"The design and development of user interfaces to interactive computer systems is enhanced by permitting designers to easily express their design concepts in concrete, comprehensive, and comprehensible working models. A set of prototyping and simulation tools has been developed to be used as an integral part of the specification and design process. These include an interactive display building utility and a syntax-driven interactive dialogue controller. The display builder is used to develop initial conceptual snapshots of system display appearance at selected points in the user/system dialogue. The dialogue controller interprets a grammatical description of input tools and system logic, using predrawn and dynamically constructed displays to simulate the external appearance of the desired end system.",https://doi.org/10.1145/965105.807504,https://dl.acm.org/doi/pdf/10.1145/965105.807504,public-domain,hybrid,4,6,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,2,1,9,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X170,B04,20260831T003810Z,1.0.0,"""dialogue design"" conversational system",OpenAlex,https://openalex.org/W4389148190,https://doi.org/10.1111/isj.12490,From web forms to chatbots: The roles of consistency and reciprocity for user information disclosure,2023,Martin Adam; Alexander Benlian,article,"Abstract Interactive decision aids (IDAs) on websites often require users to disclose relevant information (e.g., preferences, contact information) to help users in making decisions (e.g., product choice). With technological advances in IDAs, websites increasingly switch from static, non‐conversational IDAs (e.g., web forms) to conversational ones (e.g., chatbots) to boost user information disclosure that nurtures the websites' economic viability. While this novel form of IDAs is already widely employed in practice, information systems research has yet to examine the defining dialogue design features of conversational IDAs and their effects on eliciting user information. Drawing on persuasion theory and particularly on consistency and reciprocity as influence techniques, we develop a research model around two crucial dialogue design features of conversational IDAs. Specifically, we investigate the distinct and joint effects of conversational style (i.e., absence vs. presence of a conversational presentation of requests) and reciprocation triggers (i.e., absence vs. presence of reciprocity‐inducing information) on user information disclosure (i.e., email addresses). By combining the complementary properties of a randomised field experiment ( N = 386) and a follow‐up online experiment ( N = 182), we empirically provide evidence in support of the distinct and joint effects of conversational style and reciprocation triggers of IDAs on user information disclosure. Moreover, we demonstrate that these dialogue design features have indirect effects on information disclosure via perceptions of social presence and privacy concerns. Thus, our paper provides theoretical and practical insights into whether, how, and why critical IDA dialogue design features can better elicit user information for website services.",https://doi.org/10.1111/isj.12490,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/isj.12490,cc-by-nc-nd,hybrid,3,6,sistema=2;produto-design=3,screening-required,Automação não substitui leitura ontológica.,2,1,9,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X171,B04,20260831T003810Z,1.0.0,"""dialogue design"" conversational system",OpenAlex,https://openalex.org/W4214810114,https://doi.org/10.1007/s10796-022-10254-9,Designing Personality-Adaptive Conversational Agents for Mental Health Care,2022,Rangina Ahmad; Dominik Siemon; Ulrich Gnewuch; Susanne Robra-Bissantz,article,"Millions of people experience mental health issues each year, increasing the necessity for health-related services. One emerging technology with the potential to help address the resulting shortage in health care providers and other barriers to treatment access are conversational agents (CAs). CAs are software-based systems designed to interact with humans through natural language. However, CAs do not live up to their full potential yet because they are unable to capture dynamic human behavior to an adequate extent to provide responses tailored to users' personalities. To address this problem, we conducted a design science research (DSR) project to design personality-adaptive conversational agents (PACAs). Following an iterative and multi-step approach, we derive and formulate six design principles for PACAs for the domain of mental health care. The results of our evaluation with psychologists and psychiatrists suggest that PACAs can be a promising source of mental health support. With our design principles, we contribute to the body of design knowledge for CAs and provide guidance for practitioners who intend to design PACAs. Instantiating the principles may improve interaction with users who seek support for mental health issues.",https://doi.org/10.1007/s10796-022-10254-9,https://link.springer.com/content/pdf/10.1007/s10796-022-10254-9.pdf,cc-by,hybrid,3,6,sistema=2;produto-design=4,screening-required,Automação não substitui leitura ontológica.,2,1,9,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
X172,B04,20260831T003810Z,1.0.0,"""dialogue design"" conversational system",OpenAlex,https://openalex.org/W1934554381,https://doi.org/10.3990/1.9789075296006,Conversational interfaces for task-oriented spoken dialogues: design aspects influencing interaction quality,2011,Andreea I. Niculescu,dissertation,I have finally managed to come to the most read part of a PhD thesis: the acknowledgments. The list is very long since I was very fortunate to meet lots of wonderful people during the time I was doing my PhD I hope I haven't forgotten anybody! My biggest,http://dx.doi.org/10.3990/1.9789075296006,https://research.utwente.nl/files/6034369/thesis_A_Niculescu.pdf,,gold,3,6,sistema=2;produto-design=3,screening-required,Automação não substitui leitura ontológica.,2,0,8,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,screening-required
