title,doi,openaire_id,candidate_url,is_open,access_label,oa_route,license,version,hosted_by,collected_from,resolved_at,error
Impact of politeness and performance quality of android robots on future interaction decisions: a conversational design perspective,10.3389/frobt.2024.1393456,doi_dedup___::21bc07cb5228ece66417672a3ec361ba,https://pubmed.ncbi.nlm.nih.gov/38863781,true,OPEN,gold,,Article,Frontiers in Robotics and AI,Europe PubMed Central,2026-08-31T01:27:25.529751+00:00,
Impact of politeness and performance quality of android robots on future interaction decisions: a conversational design perspective,10.3389/frobt.2024.1393456,doi_dedup___::21bc07cb5228ece66417672a3ec361ba,http://dx.doi.org/10.3389/frobt.2024.1393456,true,OPEN,,CC BY,Article,PubMed Central,PubMed Central,2026-08-31T01:27:25.529754+00:00,
Impact of politeness and performance quality of android robots on future interaction decisions: a conversational design perspective,10.3389/frobt.2024.1393456,doi_dedup___::21bc07cb5228ece66417672a3ec361ba,https://doi.org/10.3389/frobt.2024.1393456,false,,,,Article,DBLP,DBLP,2026-08-31T01:27:25.529757+00:00,
Impact of politeness and performance quality of android robots on future interaction decisions: a conversational design perspective,10.3389/frobt.2024.1393456,doi_dedup___::21bc07cb5228ece66417672a3ec361ba,https://doaj.org/article/f1f5c9d0dedf47a7b46881d61b2e2cff,true,OPEN,gold,,Article,Frontiers in Robotics and AI,DOAJ,2026-08-31T01:27:25.529760+00:00,
Communicating Service Offers in a Conversational User Interface,10.1145/3441000.3441046,doi_dedup___::1a925c4bbbd112a0f9550de09d613666,https://doi.org/10.1145/3441000.3441046,false,CLOSED,,https://www.acm.org/publications/policies/copyright_policy#Background,Article,Unknown Repository,Crossref,2026-08-31T01:27:26.537774+00:00,
Communicating Service Offers in a Conversational User Interface,10.1145/3441000.3441046,doi_dedup___::1a925c4bbbd112a0f9550de09d613666,https://doi.org/10.1145/3441000.3441046,false,,,,Conference object,DBLP,DBLP,2026-08-31T01:27:26.537807+00:00,
Communicating Service Offers in a Conversational User Interface,10.1145/3441000.3441046,doi_dedup___::1a925c4bbbd112a0f9550de09d613666,https://dx.doi.org/10.1145/3441000.3441046,false,,,,Article,Unknown Repository,Microsoft Academic Graph,2026-08-31T01:27:26.537821+00:00,
Communicating Service Offers in a Conversational User Interface,10.1145/3441000.3441046,doi_dedup___::1a925c4bbbd112a0f9550de09d613666,https://hdl.handle.net/11250/2773723,true,OPEN,,,Part of book or chapter of book,Norwegian Open Research Archives,Norwegian Open Research Archives,2026-08-31T01:27:26.537833+00:00,
Communicating Service Offers in a Conversational User Interface,10.1145/3441000.3441046,doi_dedup___::1a925c4bbbd112a0f9550de09d613666,https://hdl.handle.net/11250/2773723,true,OPEN,,,Part of book or chapter of book,SINTEF Open,SINTEF Open,2026-08-31T01:27:26.537843+00:00,
Communicating Service Offers in a Conversational User Interface,10.1145/3441000.3441046,doi_dedup___::1a925c4bbbd112a0f9550de09d613666,https://dx.doi.org/10.1145/3441000.3441046,false,,,,Article,Unknown Repository,Microsoft Academic Graph,2026-08-31T01:27:26.537852+00:00,
Conversational UX Design: A Practitioner's Guide to the Natural Conversation Framework,10.1145/3304087,doi_dedup___::b03b649dcef7cf43642c0aedd43b87df,https://doi.org/10.1145/3304087,false,,,,Book,Unknown Repository,Crossref,2026-08-31T01:27:27.540719+00:00,
Conversational UX Design: A Practitioner's Guide to the Natural Conversation Framework,10.1145/3304087,doi_dedup___::b03b649dcef7cf43642c0aedd43b87df,https://doi.org/10.1145/3304087,false,,,,Book,DBLP,DBLP,2026-08-31T01:27:27.540736+00:00,
Conversational UX Design,10.1145/3027063.3027077,doi_dedup___::0d538dbef0ef5036c96f4481e5c36c15,https://doi.org/10.1145/3027063.3027077,false,CLOSED,,https://www.acm.org/publications/policies/copyright_policy#Background,Article,Unknown Repository,Crossref,2026-08-31T01:27:28.547127+00:00,
Conversational UX Design,10.1145/3027063.3027077,doi_dedup___::0d538dbef0ef5036c96f4481e5c36c15,https://doi.org/10.1145/3027063.3027077,false,,,,Conference object,DBLP,DBLP,2026-08-31T01:27:28.547142+00:00,
Conversational UX Design,10.1145/3027063.3027077,doi_dedup___::0d538dbef0ef5036c96f4481e5c36c15,https://dx.doi.org/10.1145/3027063.3027077,false,,,,Article,Unknown Repository,Microsoft Academic Graph,2026-08-31T01:27:28.547146+00:00,
Conversational UX Design,10.1145/3027063.3027077,doi_dedup___::0d538dbef0ef5036c96f4481e5c36c15,https://dx.doi.org/10.1145/3027063.3027077,false,,,,Article,Unknown Repository,Microsoft Academic Graph,2026-08-31T01:27:28.547150+00:00,
Conversational UX design process,10.1145/3304087.3304096,doi_________::fe9a6151500c6aed20080e151b9d2a1d,https://doi.org/10.1145/3304087.3304096,false,CLOSED,,https://www.acm.org/publications/policies/copyright_policy#Background,Part of book or chapter of book,Unknown Repository,Crossref,2026-08-31T01:27:29.587681+00:00,
Design Systems for Conversational UX,10.1145/3405755.3406150,doi_dedup___::85e6d612c3d34e2d03abc2985fbcc7a7,https://doi.org/10.1145/3405755.3406150,false,CLOSED,,https://www.acm.org/publications/policies/copyright_policy#Background,Article,Unknown Repository,Crossref,2026-08-31T01:27:30.610422+00:00,
Design Systems for Conversational UX,10.1145/3405755.3406150,doi_dedup___::85e6d612c3d34e2d03abc2985fbcc7a7,https://doi.org/10.1145/3405755.3406150,false,,,,Conference object,DBLP,DBLP,2026-08-31T01:27:30.610441+00:00,
Design Systems for Conversational UX,10.1145/3405755.3406150,doi_dedup___::85e6d612c3d34e2d03abc2985fbcc7a7,https://dx.doi.org/10.1145/3405755.3406150,false,,,,Other literature type,Unknown Repository,Microsoft Academic Graph,2026-08-31T01:27:30.610444+00:00,
Design Systems for Conversational UX,10.1145/3405755.3406150,doi_dedup___::85e6d612c3d34e2d03abc2985fbcc7a7,https://dx.doi.org/10.1145/3405755.3406150,false,,,,Other literature type,Unknown Repository,Microsoft Academic Graph,2026-08-31T01:27:30.610451+00:00,
Voice-based Conversational UX Studies and Design,10.1145/3170427.3170619,doi_dedup___::92cf3fbff33ca3c5e6d9320abba34356,https://doi.org/10.1145/3170427.3170619,false,CLOSED,,https://www.acm.org/publications/policies/copyright_policy#Background,Article,Unknown Repository,Crossref,2026-08-31T01:27:31.685990+00:00,
Voice-based Conversational UX Studies and Design,10.1145/3170427.3170619,doi_dedup___::92cf3fbff33ca3c5e6d9320abba34356,https://doi.org/10.1145/3170427.3170619,false,,,,Conference object,DBLP,DBLP,2026-08-31T01:27:31.686004+00:00,
Voice-based Conversational UX Studies and Design,10.1145/3170427.3170619,doi_dedup___::92cf3fbff33ca3c5e6d9320abba34356,https://dx.doi.org/10.1145/3170427.3170619,false,,,,Article,Unknown Repository,Microsoft Academic Graph,2026-08-31T01:27:31.686008+00:00,
Voice-based Conversational UX Studies and Design,10.1145/3170427.3170619,doi_dedup___::92cf3fbff33ca3c5e6d9320abba34356,https://dx.doi.org/10.1145/3170427.3170619,false,,,,Article,Unknown Repository,Microsoft Academic Graph,2026-08-31T01:27:31.686010+00:00,
The IBM natural conversation framework: a new paradigm for conversational UX design,10.1080/07370024.2022.2081571,doi_dedup___::b32c774c4dcb1e2737b2037d1673b165,https://doi.org/10.1080/07370024.2022.2081571,false,,,,Article,Human-Computer Interaction,Crossref,2026-08-31T01:27:32.695866+00:00,
The IBM natural conversation framework: a new paradigm for conversational UX design,10.1080/07370024.2022.2081571,doi_dedup___::b32c774c4dcb1e2737b2037d1673b165,https://doi.org/10.1080/07370024.2022.2081571,false,,,,Article,DBLP,DBLP,2026-08-31T01:27:32.695903+00:00,
"Form to Flow: Exploring Challenges and Roles of Conversational UX Designers in Real-world, Multi-channel Service Environments",10.1145/3610189,doi_dedup___::c65f4823778f2f2d82f73f3ad4beacba,https://doi.org/10.1145/3610189,false,CLOSED,,https://www.acm.org/publications/policies/copyright_policy#Background,Article,Proceedings of the ACM on Human-Computer Interaction,Crossref,2026-08-31T01:27:33.750166+00:00,
"Form to Flow: Exploring Challenges and Roles of Conversational UX Designers in Real-world, Multi-channel Service Environments",10.1145/3610189,doi_dedup___::c65f4823778f2f2d82f73f3ad4beacba,https://doi.org/10.1145/3610189,false,,,,Article,DBLP,DBLP,2026-08-31T01:27:33.750181+00:00,
Evaluating User Experience With a Chatbot Designed as a Public Health Response to the COVID-19 Pandemic in Brazil: Mixed Methods Study,10.2196/43135,doi_dedup___::33319b11f4f00d5b2793223144b193a2,https://doi.org/10.2196/43135,true,OPEN,gold,,Article,JMIR Human Factors,Crossref,2026-08-31T01:27:35.103569+00:00,
Evaluating User Experience With a Chatbot Designed as a Public Health Response to the COVID-19 Pandemic in Brazil: Mixed Methods Study,10.2196/43135,doi_dedup___::33319b11f4f00d5b2793223144b193a2,https://pubmed.ncbi.nlm.nih.gov/36634267,true,OPEN,gold,,Article,JMIR Human Factors,Europe PubMed Central,2026-08-31T01:27:35.103580+00:00,
Evaluating User Experience With a Chatbot Designed as a Public Health Response to the COVID-19 Pandemic in Brazil: Mixed Methods Study,10.2196/43135,doi_dedup___::33319b11f4f00d5b2793223144b193a2,http://dx.doi.org/10.2196/43135,true,OPEN,,"http://creativecommons.org/licenses/by/4.0/This is an open-access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/4.0/), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work, first published in JMIR Human Factors, is properly cited. The complete bibliographic information, a link to the original publication on http://humanfactors.jmir.org, as well as this copyright and license information must be included.",Article,PubMed Central,PubMed Central,2026-08-31T01:27:35.103583+00:00,
Evaluating User Experience With a Chatbot Designed as a Public Health Response to the COVID-19 Pandemic in Brazil: Mixed Methods Study,10.2196/43135,doi_dedup___::33319b11f4f00d5b2793223144b193a2,https://doaj.org/article/5c806fb0041743b38e4602e4caa0ad99,true,OPEN,gold,,Article,JMIR Human Factors,DOAJ,2026-08-31T01:27:35.103585+00:00,
Accessible conversational user interfaces,10.1145/3371300.3383343,doi_dedup___::bf3fd3dc4704e4ba18a98599056adef4,https://doi.org/10.1145/3371300.3383343,false,CLOSED,,https://www.acm.org/publications/policies/copyright_policy#Background,Article,Unknown Repository,Crossref,2026-08-31T01:27:36.125058+00:00,
Accessible conversational user interfaces,10.1145/3371300.3383343,doi_dedup___::bf3fd3dc4704e4ba18a98599056adef4,https://doi.org/10.1145/3371300.3383343,false,,,,Conference object,DBLP,DBLP,2026-08-31T01:27:36.125077+00:00,
Accessible conversational user interfaces,10.1145/3371300.3383343,doi_dedup___::bf3fd3dc4704e4ba18a98599056adef4,https://dx.doi.org/10.1145/3371300.3383343,false,,,,Other literature type,Unknown Repository,Microsoft Academic Graph,2026-08-31T01:27:36.125081+00:00,
Accessible conversational user interfaces,10.1145/3371300.3383343,doi_dedup___::bf3fd3dc4704e4ba18a98599056adef4,https://dx.doi.org/10.1145/3371300.3383343,false,,,,Other literature type,Unknown Repository,Microsoft Academic Graph,2026-08-31T01:27:36.125083+00:00,
Usability guidelines and evaluation criteria for conversational user interfaces,10.1145/3404983.3405505,doi_dedup___::226b331be4c5d1f774781ddbfa091f02,https://doi.org/10.1145/3404983.3405505,false,CLOSED,,https://www.acm.org/publications/policies/copyright_policy#Background,Article,Unknown Repository,Crossref,2026-08-31T01:27:37.140882+00:00,
Usability guidelines and evaluation criteria for conversational user interfaces,10.1145/3404983.3405505,doi_dedup___::226b331be4c5d1f774781ddbfa091f02,https://doi.org/10.1145/3404983.3405505,false,,,,Conference object,DBLP,DBLP,2026-08-31T01:27:37.140894+00:00,
Usability guidelines and evaluation criteria for conversational user interfaces,10.1145/3404983.3405505,doi_dedup___::226b331be4c5d1f774781ddbfa091f02,https://dx.doi.org/10.1145/3404983.3405505,false,,,,Other literature type,Unknown Repository,Microsoft Academic Graph,2026-08-31T01:27:37.140897+00:00,
Usability guidelines and evaluation criteria for conversational user interfaces,10.1145/3404983.3405505,doi_dedup___::226b331be4c5d1f774781ddbfa091f02,https://www.zora.uzh.ch/id/eprint/189891/,false,CLOSED,,,Article,Zurich Open Repository and Archive,Zurich Open Repository and Archive,2026-08-31T01:27:37.140900+00:00,
Usability guidelines and evaluation criteria for conversational user interfaces,10.1145/3404983.3405505,doi_dedup___::226b331be4c5d1f774781ddbfa091f02,https://doi.org/10.5167/uzh-189891,false,CLOSED,,,Article,Zurich Open Repository and Archive,Zurich Open Repository and Archive,2026-08-31T01:27:37.140902+00:00,
Usability guidelines and evaluation criteria for conversational user interfaces,10.1145/3404983.3405505,doi_dedup___::226b331be4c5d1f774781ddbfa091f02,https://dx.doi.org/10.1145/3404983.3405505,false,,,,Other literature type,Unknown Repository,Microsoft Academic Graph,2026-08-31T01:27:37.140910+00:00,
CUI@CHI: Mapping Grand Challenges for the Conversational User Interface Community,10.1145/3334480.3375152,doi_dedup___::d6e852c046563ed5d56f8270ef162324,https://doi.org/10.1145/3334480.3375152,false,CLOSED,,https://www.acm.org/publications/policies/copyright_policy#Background,Article,Unknown Repository,Crossref,2026-08-31T01:27:38.398485+00:00,
CUI@CHI: Mapping Grand Challenges for the Conversational User Interface Community,10.1145/3334480.3375152,doi_dedup___::d6e852c046563ed5d56f8270ef162324,http://www.tara.tcd.ie/bitstream/2262/92764/1/Issues%20Relating%20to%20Trust%20in%20Care%20Agents%20for%20the%20Elderly.pdf,true,OPEN,green,,Article,Unknown Repository,UnpayWall,2026-08-31T01:27:38.398499+00:00,
CUI@CHI: Mapping Grand Challenges for the Conversational User Interface Community,10.1145/3334480.3375152,doi_dedup___::d6e852c046563ed5d56f8270ef162324,https://doi.org/10.1145/3334480.3375152,false,,,,Conference object,DBLP,DBLP,2026-08-31T01:27:38.398503+00:00,
