seed_corpus_id,seed_title,relation,openalex_id,doi,title,year,type,cited_by_count,landing_url,pdf_url,discovery_status
DCM-00003,Polite or Direct? Conversation Design of a Smart Display for Older Adults Based on Politeness Theory,citante,https://openalex.org/W4382202712,https://doi.org/10.1007/s10462-023-10540-1,The role of politeness in human–machine interactions: a systematic literature review and future perspectives,2023,review,98,https://doi.org/10.1007/s10462-023-10540-1,https://link.springer.com/content/pdf/10.1007/s10462-023-10540-1.pdf,pendente-de-deduplicacao-e-portao-ontologico
DCM-00003,Polite or Direct? Conversation Design of a Smart Display for Older Adults Based on Politeness Theory,citante,https://openalex.org/W4388562681,https://doi.org/10.1016/j.ijhcs.2023.103181,Exploring how politeness impacts the user experience of chatbots for mental health support,2023,article,49,https://doi.org/10.1016/j.ijhcs.2023.103181,https://www.tara.tcd.ie/bitstreams/ee576e93-05c6-4312-8af6-b1322cfee69e/download,pendente-de-deduplicacao-e-portao-ontologico
DCM-00003,Polite or Direct? Conversation Design of a Smart Display for Older Adults Based on Politeness Theory,citante,https://openalex.org/W4409766762,https://doi.org/10.1145/3706598.3713578,Designing Conversational AI for Aging: A Systematic Review of Older Adults' Perceptions and Needs,2025,review,36,https://doi.org/10.1145/3706598.3713578,,pendente-de-deduplicacao-e-portao-ontologico
DCM-00003,Polite or Direct? Conversation Design of a Smart Display for Older Adults Based on Politeness Theory,citante,https://openalex.org/W4384643821,https://doi.org/10.1145/3597638.3608378,Screen or No Screen? Lessons Learnt from a Real-World Deployment Study of Using Voice Assistants With and Without Touchscreen for Older Adults,2023,conference-paper,26,https://doi.org/10.1145/3597638.3608378,https://dl.acm.org/doi/pdf/10.1145/3597638.3608378,pendente-de-deduplicacao-e-portao-ontologico
DCM-00003,Polite or Direct? Conversation Design of a Smart Display for Older Adults Based on Politeness Theory,citante,https://openalex.org/W4396219005,https://doi.org/10.1145/3637365,"Like My Aunt Dorothy: Effects of Conversational Styles on Perceptions, Acceptance and Metaphorical Descriptions of Voice Assistants during Later Adulthood",2024,article,26,https://doi.org/10.1145/3637365,,pendente-de-deduplicacao-e-portao-ontologico
DCM-00003,Polite or Direct? Conversation Design of a Smart Display for Older Adults Based on Politeness Theory,citante,https://openalex.org/W4402349579,https://doi.org/10.1145/3678516,EasyAsk: An In-App Contextual Tutorial Search Assistant for Older Adults with Voice and Touch Inputs,2024,article,16,https://doi.org/10.1145/3678516,,pendente-de-deduplicacao-e-portao-ontologico
DCM-00003,Polite or Direct? Conversation Design of a Smart Display for Older Adults Based on Politeness Theory,citante,https://openalex.org/W4400142383,https://doi.org/10.1145/3643834.3661536,Voice Assistants for Mental Health Services: Designing Dialogues with Homebound Older Adults,2024,conference-paper,15,https://doi.org/10.1145/3643834.3661536,https://pmc.ncbi.nlm.nih.gov/articles/PMC11262314/pdf/nihms-1992658.pdf,pendente-de-deduplicacao-e-portao-ontologico
DCM-00003,Polite or Direct? Conversation Design of a Smart Display for Older Adults Based on Politeness Theory,citante,https://openalex.org/W4384520790,https://doi.org/10.1145/3571884.3597139,The Bot on Speaking Terms: The Effects of Conversation Architecture on Perceptions of Conversational Agents,2023,conference-paper,14,https://doi.org/10.1145/3571884.3597139,,pendente-de-deduplicacao-e-portao-ontologico
DCM-00003,Polite or Direct? Conversation Design of a Smart Display for Older Adults Based on Politeness Theory,citante,https://openalex.org/W4396833746,https://doi.org/10.1145/3613904.3642905,"Join Me Here if You Will: Investigating Embodiment and Politeness Behaviors When Joining Small Groups of Humans, Robots, and Virtual Characters",2024,conference-paper,13,https://doi.org/10.1145/3613904.3642905,,pendente-de-deduplicacao-e-portao-ontologico
DCM-00003,Polite or Direct? Conversation Design of a Smart Display for Older Adults Based on Politeness Theory,citante,https://openalex.org/W4399115943,https://doi.org/10.1145/3643834.3661576,The AI-DEC: A Card-based Design Method for User-centered AI Explanations,2024,conference-paper,13,https://doi.org/10.1145/3643834.3661576,,pendente-de-deduplicacao-e-portao-ontologico
