run_id,query_version,query,source_api,source_id,doi,title,year,authors,type,abstract,landing_url,pdf_url,license,oa_status,ontology_score,provisional_score,automatic_signal,decision,decision_reason
20260907T171423Z,1.2.0,"""design de conversação""",OpenAlex,https://openalex.org/W4386056353,https://doi.org/10.5151/ergodesign2023-74,"Design, Comunicacao e IoT: consideracoes a respeito da experiencia de usuarios do assistente pessoal Alexa em dispositivos Echo",2023,Ana Paula Scabello Mello; Everaldo Pereira; Marcela Amaro Mellito,conference-paper,"Alexa em dispositivos Echo Design, Communication and IoT: considerations on Alexa personal assistant user experience on Echo devices",https://doi.org/10.5151/ergodesign2023-74,https://pdf.blucher.com.br/designproceedings/ergodesign2023/74.pdf,cc-by,gold,0,3,sistema=0;relevancia-campo=3,candidato-por-metadados,Descoberta bibliográfica; análise posterior.
20260907T171423Z,1.2.0,"""design de conversação""",OpenAlex,https://openalex.org/W4247721636,https://doi.org/10.17771/pucrio.acad.53033,INTERFACES CONVERSACIONAIS: A EXPERIÊNCIA NO USO DA VOZ EM INTERAÇÕES,2020,LUCAS JOSE DA SILVA SANTOS,dissertation,"experiência no uso da voz em interações.Rio de Janeiro, 2020.Dissertação de mestrado -Departamento de Artes e Design, Pontifícia Universidade Católica do Rio de Janeiro.O presente estudo parte da premissa de que novas formas de se comunicar surgem ao longo dos anos, inclusive na relação entre o humano e a máquina, onde, atualmente, a fala é o veículo comunicacional predominante.E nesse diálogo há uma busca para a adequação da máquina à nossa forma de comunicação e uma constante necessidade de adequação dos seres humanos à forma de comunicação da máquina.Essa investigação visa elucidar se sistemas baseados em interfaces de voz compõe o modelo de interação fundado no que se define como conversa, sendo amparados pelas áreas da ergonomia e usabilidade e por fundamentos provenientes da teoria da conversação.Este trabalho encontra-se estruturado em quatro seções: a primeira equivale a fundamentação teórica; a segunda seção abrange o levantamento de dados através de entrevistas com usuários de interfaces conversacionais; a terceira seção constitui-se na análise de conteúdo das entrevistas; e por fim, a quarta seção envolve as considerações em torno das experiências no uso de interfaces conversacionais atuais.",https://doi.org/10.17771/pucrio.acad.53033,https://www.maxwell.vrac.puc-rio.br/53033/53033.PDF,,gold,4,7,titulo-ancora,candidato-por-metadados,Descoberta bibliográfica; análise posterior.
