expanded_id,batch_id,run_id,query_version,query,source_api,source_id,doi,title,year,authors,type,abstract,landing_url,pdf_url,license,oa_status,ontology_score,provisional_score,automatic_signal,decision,decision_reason,documentary_signal,actionable_signal,expanded_possible_score,queue_reason,screening_decision,screening_reason,screening_stage,screening_score,full_text_required
X025,B01,20260831T003810Z,1.0.0,"""conversational design""",OpenAlex,https://openalex.org/W1582647493,https://doi.org/10.1007/978-3-540-24641-1_2,Conversational Design as a Paradigm for User Interaction on Mobile Devices,2004,Mun-Kew Leong,conference-paper,,https://doi.org/10.1007/978-3-540-24641-1_2,,,closed,4,6,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,1,0,7,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,provisional-include,"O título e o resumo tratam Design Conversacional, sua fundamentação, seus métodos, suas práticas ou seus efeitos como objeto central; a decisão depende de confirmação no texto integral.",titulo-resumo-humano,7,sim
X026,B01,20260831T003810Z,1.0.0,"""conversational design""",OpenAlex,https://openalex.org/W3119179940,https://doi.org/10.48550/arxiv.2101.04796,Self-Diagnosis through AI-enabled Chatbot-based Symptom Checkers: User Experiences and Design Considerations,2021,Yue You; Xinning Gui,conference-paper,"Recently, there has been a growing interest in developing AI-enabled chatbot-based symptom checker (CSC) apps in the healthcare market. CSC apps provide potential diagnoses for users and assist them with self-triaging based on Artificial Intelligence (AI) techniques using human-like conversations. Despite the popularity of such CSC apps, little research has been done to investigate their functionalities and user experiences. To do so, we conducted a feature review, a user review analysis, and an interview study. We found that the existing CSC apps lack the functions to support the whole diagnostic process of an offline medical visit. We also found that users perceive the current CSC apps to lack support for a comprehensive medical history, flexible symptom input, comprehensible questions, and diverse diseases and user groups. Based on these results, we derived implications for the future features and conversational design of CSC apps.",http://arxiv.org/abs/2101.04796,https://arxiv.org/pdf/2101.04796,,green,3,5,sistema=1;produto-design=2,screening-required,Automação não substitui leitura ontológica.,2,0,7,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,provisional-include,"O título e o resumo tratam Design Conversacional, sua fundamentação, seus métodos, suas práticas ou seus efeitos como objeto central; a decisão depende de confirmação no texto integral.",titulo-resumo-humano,7,sim
X027,B01,20260831T003810Z,1.0.0,"""conversational design""",OpenAlex,https://openalex.org/W4411717273,https://doi.org/10.1177/14780771251352930,AI-enhanced conversational design process for the development of structural AirWebs,2025,Juan Carlos Dall’Asta; Giancarlo Di Marco,article,"This research proposes a conversational design process integrating AI, biomimicry, and computational design to develop Structural AirWebs . AI-generated patterns and parametric tools iteratively refine and simulate geometries inspired by spiderweb mechanics, ensuring structural and material efficiency. The design process followed a progressive sequence of experiments, from simpler to more complex patterns, allowing for a better understanding of the potential and limitations of image-based simulations. This dialogue materialises a 15 × 5 × 5 m aluminium framework suspending the morphemes , laser-engraved acrylic panels, via steel cables: computational simulation optimises cable tensioning and panel alignment, mirroring spider silk’s resilience. The workflow exemplifies a collaborative, conversational exchange between the designer and technology. The prototype transcends static design norms by embedding iterative feedback, embodying ecological intelligence through adaptive architecture, and demonstrating biomimicry, AI, and computational tools as co-creators. It redefines sustainable innovation, proving how technology-augmented biomimetic workflows yield scalable, responsive solutions that harmonise environmental sensitivity with technical precision.",https://doi.org/10.1177/14780771251352930,https://journals.sagepub.com/doi/pdf/10.1177/14780771251352930?download=true,,bronze,4,6,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,2,1,9,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,exclude-ontology,Usa conversacional como metáfora de um processo de criação arquitetônica com IA; Design Conversacional não é objeto de pesquisa ou estudo.,titulo-resumo-humano,6,nao
X028,B01,20260831T003810Z,1.0.0,"""conversational design""",OpenAlex,https://openalex.org/W4295955274,https://doi.org/10.1145/3543829.3543840,Effects of Emotional Expressiveness on Voice Chatbot Interactions,2022,Qingxiaoyang Zhu; Austin Chau; Michelle Cohn; Kai-Hui Liang; Hao‐Chuan Wang; Georgia Zellou; Zhou Yu,conference-paper,"Speech-based dialog systems primarily interact with users through their spoken responses. Understanding users’ perception of, and subconscious behaviors toward, the system’s speech are crucial for improving their design. In the current study, a voice chatbot designed for having a conversation with users in the domain of music is used to test the impact of emotional expressiveness in its text-to-speech (TTS) output. We parametrically manipulated the degree of emotional expressiveness via prosody and lexical choice across conditions. We used a two-pronged approach to test these effects on users: a user interaction study (Experiment 1 – between-subjects design) and an independent perception study (Experiment 2 – within-subjects design). Both studies provide converging evidence that increasing emotional prosody yields more positive perceptions of chatbot interactions, in increasing perception of emotional expressiveness (Experiments 1 and 2) as well as overall engagement, human-likeness, and likability of the bot (Experiment 2). We discuss these findings in terms of theories of human-computer interaction, as well as their implications for conversational design.",https://doi.org/10.1145/3543829.3543840,https://dl.acm.org/doi/pdf/10.1145/3543829.3543840,,gold,3,5,sistema=2;produto-design=2,screening-required,Automação não substitui leitura ontológica.,2,1,8,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,provisional-include,"O título e o resumo tratam Design Conversacional, sua fundamentação, seus métodos, suas práticas ou seus efeitos como objeto central; a decisão depende de confirmação no texto integral.",titulo-resumo-humano,8,sim
X029,B01,20260831T003810Z,1.0.0,"""conversational design""",OpenAlex,https://openalex.org/W4393553273,https://doi.org/10.5281/zenodo.7538681,Supplementary Material for Human Factors in the Design of Chatbot Interactions: Conversational Design Practices,2023,Geovana Ramos Sousa Silva; Edna Dias Canedo,supplementary-materials,"Supplementary Material for the thesis entitled Human Factors in the Design of Chatbot Interactions: Conversational Design Practices. This repository contains the following files: systematic_literature_review_data -> Dataset of the retrieved papers from the SLR, the indication of papers that were removed at each step of the protocol, the list of accepted papers, and the search strings that were used; guide_vX -> Faithful prints of the guide's web pages that were shared with the validation participants. V1 was used in the survey, V2 was used in the case study, and V3 is the final version; validation_survey -> A copy of the Google Forms questionnaire that was used in the survey; Sheet with the answers to this survey; validation_case_study -> conversation_samples -> Conversations made by the participants in the case study stages. In each file, the conversation from the left was made without the guide, and the one from the right was created with the guide; interview_transcripts -> Transcripts of the interviews conducted with each participant at the last stage of the case study; instructions_to_participants.pdf -> File provided to participants containing the instructions for each step of the case study; transcripts_coding.xlsx -> Sheet containing transcripts from participants' responses and the corresponding code after the thematic analysis;",https://zenodo.org/record/7538681,,cc-by,green,4,6,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,1,0,7,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,exclude-duplicate,"Material suplementar do estudo X020; deve permanecer vinculado ao registro principal, não como estudo independente.",titulo-resumo-humano,6,nao
X030,B01,20260831T003810Z,1.0.0,"""conversational design""",OpenAlex,https://openalex.org/W4406733481,https://doi.org/10.1111/jan.16762,Recommendations for Mental Health Chatbot Conversations: An Integrative Review,2025,Heidi Nieminen; Anna‐Kaisa Vartiainen; Raymond Bond; Emilia Laukkanen; Maurice Mulvenna; Lauri Kuosmanen,article,"AIM: To identify and synthesise recommendations and guidelines for mental health chatbot conversational design. DESIGN: Integrative review. METHODS: Suitable publications presenting recommendations or guidelines for mental health conversational design were included. The quality of included publications was assessed using Joanna Briggs Institute Critical Appraisal Tools. Thematic analysis was conducted. DATA SOURCES: Primary searches limited to last 10 years were conducted in PubMed, Scopus, ACM Digital Library and EBSCO databases including APA PsycINFO, CINAHL, APA PsycArticles and MEDLINE in February 2023 and updated in October 2023. A secondary search was conducted in Google Scholar in May 2023. RESULTS: Of 1684 articles screened, 16 publications were selected. Three overarching themes were developed: (1) explicit knowledge about chatbot design and domain, (2) knowing your audience and (3) creating a safe space to engage. Results highlight that creating pleasant and effective conversations with a mental health chatbot requires careful and professional planning in advance, defining the target group and working together with it to address its needs and preferences. It is essential to emphasise the pleasant user experience and safety from both technical and psychological perspectives. CONCLUSION: Recommendations for mental health chatbot conversational design have evolved and become more specific in recent years. Recommendations set high standards for mental health chatbots. To meet that, co-design, explicit knowledge of the user needs, domain and conversational design is needed. IMPLICATIONS FOR THE PROFESSION AND/OR PATIENT CARE: Mental health professionals participating in chatbot development can utilise this review. The results can also inform technical development teams not involving healthcare professionals directly. IMPACT: Knowledge of developing mental health chatbot conversations appears scattered. In mental health chatbots, features that enhance the chatbot's ability to meet users' needs and increase safety should be considered. This review is useful for developers of mental health chatbots and other health applications used independently. REPORTING METHOD: This integrative review was reported according to PRISMA guidelines, as applicable. PATIENT OR PUBLIC CONTRIBUTION: No patient or public contribution.",https://doi.org/10.1111/jan.16762,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jan.16762,other-oa,hybrid,3,5,sistema=2;produto-design=2,screening-required,Automação não substitui leitura ontológica.,2,1,8,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,provisional-include,"O título e o resumo tratam Design Conversacional, sua fundamentação, seus métodos, suas práticas ou seus efeitos como objeto central; a decisão depende de confirmação no texto integral.",titulo-resumo-humano,8,sim
X031,B01,20260831T003810Z,1.0.0,"""conversational design""",OpenAlex,https://openalex.org/W4391183940,https://doi.org/10.1145/3638067.3638068,Investigating politeness strategies in chatbots through the lens of Conversation Analysis,2023,Mateus de Souza Monteiro; Vinícius Carvalho Pereira; Luciana Cardoso de Castro Salgado,conference-paper,"Despite gaining popularity in recent years, chatbots frequently fall short of meeting user expectations. These interaction challenges arise from the limitations of chatbots, including their capacity to accurately understand user queries, deliver appropriate responses, and engage in natural conversation. Previous studies have investigated the effective employment of various linguistic strategies in conversational interfaces, particularly focusing on the use of politeness, to significantly enhance user perception and overall experience. This study focuses on exploring the variation of politeness in conversational design, specifically analyzing the role of indirectness in human-chatbot mockup dialogues created by Brazilian teenage students in a workshop. The analysis considers conversational features such as tone, structure, and intent to identify the conversational profiles associated with different politeness strategies. The findings reveal distinct conversational profiles and a prevalence of indirectness during the opening phase of conversations. Additionally, the study extends the analysis to electronic government chatbots from different countries, showing similar strategies. The study contributes by introducing analytical categories, identifying culturally-grounded politeness strategies, and proposing a visualization approach for analyzing conversational data. This research provides valuable insights and methodologies for designing culturally-informed politeness in chatbots, advancing the field of conversational design, and enhancing user experiences.",https://doi.org/10.1145/3638067.3638068,https://dl.acm.org/doi/pdf/10.1145/3638067.3638068,,gold,3,6,sistema=4;produto-design=4,screening-required,Automação não substitui leitura ontológica.,2,1,9,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,provisional-include,"O título e o resumo tratam Design Conversacional, sua fundamentação, seus métodos, suas práticas ou seus efeitos como objeto central; a decisão depende de confirmação no texto integral.",titulo-resumo-humano,9,sim
X032,B01,20260831T003810Z,1.0.0,"""conversational design""",OpenAlex,https://openalex.org/W3043102671,https://doi.org/10.1145/3405755.3406145,Beyond What is Said,2020,Fermin Chavez-Sanchez; Gloria Adriana Mendoza Franco; Gloria Angélica Martínez de la Peña; Erick Iroel Heredia Carrillo,conference-paper,"As the field of Voice User Interface design continues to grow, more usability issues are found, and efforts made to solve them. We argue that what the field lacks is foundational principles beyond the reach of said efforts, and that the availability of those principles could be closer than we think. If we were to look at interactive sound design overall, could we unlock the potentials of the field by going beyond the current conversational design? Expanding the design scope to include more nonverbal and paralinguistic elements could bring untold developments to the field.",https://doi.org/10.1145/3405755.3406145,,,closed,3,6,sistema=1;produto-design=3,screening-required,Automação não substitui leitura ontológica.,1,0,7,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,provisional-include,"O título e o resumo tratam Design Conversacional, sua fundamentação, seus métodos, suas práticas ou seus efeitos como objeto central; a decisão depende de confirmação no texto integral.",titulo-resumo-humano,7,sim
X033,B01,20260831T003810Z,1.0.0,"""conversational design""",OpenAlex,https://openalex.org/W4398786694,https://doi.org/10.2196/57114,Chatbot for Social Need Screening and Resource Sharing With Vulnerable Families: Iterative Design and Evaluation Study,2024,Emre Sezgın; A. Baki Kocaballı; Millie Dolcé; Micah Skeens; Lisa K. Militello; Yungui Huang; Jack Stevens; Alex R. Kemper,article,"BACKGROUND: Health outcomes are significantly influenced by unmet social needs. Although screening for social needs has become common in health care settings, there is often poor linkage to resources after needs are identified. The structural barriers (eg, staffing, time, and space) to helping address social needs could be overcome by a technology-based solution. OBJECTIVE: This study aims to present the design and evaluation of a chatbot, DAPHNE (Dialog-Based Assistant Platform for Healthcare and Needs Ecosystem), which screens for social needs and links patients and families to resources. METHODS: This research used a three-stage study approach: (1) an end-user survey to understand unmet needs and perception toward chatbots, (2) iterative design with interdisciplinary stakeholder groups, and (3) a feasibility and usability assessment. In study 1, a web-based survey was conducted with low-income US resident households (n=201). Following that, in study 2, web-based sessions were held with an interdisciplinary group of stakeholders (n=10) using thematic and content analysis to inform the chatbot's design and development. Finally, in study 3, the assessment on feasibility and usability was completed via a mix of a web-based survey and focus group interviews following scenario-based usability testing with community health workers (family advocates; n=4) and social workers (n=9). We reported descriptive statistics and chi-square test results for the household survey. Content analysis and thematic analysis were used to analyze qualitative data. Usability score was descriptively reported. RESULTS: Among the survey participants, employed and younger individuals reported a higher likelihood of using a chatbot to address social needs, in contrast to the oldest age group. Regarding designing the chatbot, the stakeholders emphasized the importance of provider-technology collaboration, inclusive conversational design, and user education. The participants found that the chatbot's capabilities met expectations and that the chatbot was easy to use (System Usability Scale score=72/100). However, there were common concerns about the accuracy of suggested resources, electronic health record integration, and trust with a chatbot. CONCLUSIONS: Chatbots can provide personalized feedback for families to identify and meet social needs. Our study highlights the importance of user-centered iterative design and development of chatbots for social needs. Future research should examine the efficacy, cost-effectiveness, and scalability of chatbot interventions to address social needs.",https://doi.org/10.2196/57114,,cc-by,gold,3,6,sistema=2;produto-design=3,screening-required,Automação não substitui leitura ontológica.,1,1,8,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,provisional-include,"O título e o resumo tratam Design Conversacional, sua fundamentação, seus métodos, suas práticas ou seus efeitos como objeto central; a decisão depende de confirmação no texto integral.",titulo-resumo-humano,8,sim
X034,B01,20260831T003810Z,1.0.0,"""conversational design""",OpenAlex,https://openalex.org/W4384520794,https://doi.org/10.1145/3571884.3604315,Beyond Anthropomorphism: Unraveling the True Priorities of Chatbot Usage in SMEs,2023,Tamás Makány; Sungjong Roh; Kotaro Hara; Jie Hua; Felicia Goh Si Ying; Wilson Teh Yang Jie,conference-paper,"This study examined business communication practices with chatbots among various Small and Medium Enterprise (SME) stakeholders in Singapore, including business owners/employees, customers, and developers. Through qualitative interviews and chatbot transcript analysis, we investigated two research questions: (1) How do the expectations of SME stakeholders compare to the conversational design of SME chatbots? and (2) What are the business reasons for SMEs to add human-like features to their chatbots? Our findings revealed that functionality is more crucial than anthropomorphic characteristics, such as personality and name. Stakeholders preferred chatbots that explicitly identified themselves as machines to set appropriate expectations. Customers prioritized efficiency, favoring fixed responses over free text input. Future research should consider the evolving expectations of consumers, business owners, and developers as chatbot technology advances and becomes more widely adopted.",https://doi.org/10.1145/3571884.3604315,https://dl.acm.org/doi/pdf/10.1145/3571884.3604315,,gold,3,4,sistema=2;produto-design=1,screening-required,Automação não substitui leitura ontológica.,2,1,7,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,provisional-include,"O título e o resumo tratam Design Conversacional, sua fundamentação, seus métodos, suas práticas ou seus efeitos como objeto central; a decisão depende de confirmação no texto integral.",titulo-resumo-humano,7,sim
X035,B01,20260831T003810Z,1.0.0,"""conversational design""",OpenAlex,https://openalex.org/W7124144847,https://doi.org/10.1080/23311975.2026.2613599,Conversational AI in hospitality and tourism: a bibliometric–systematic review,2026,Muhammad Fikry Aransyah; Bambang Hermanto; A. Muftiadi; Hera Oktadiana,review,"This study examines how conversational artificial intelligence (chatbots, virtual assistants, and large language model–based agents) shapes the customer journeys of travellers, guests, and visitors in hospitality and tourism, including hotel, online travel agency, and airline services. We consolidate dispersed findings into an integrated account that links conversational design levers, psychological mechanisms, outcomes, and contextual boundaries. Using a protocolised bibliometric–systematic review of Scopus (search window 2010–2025; final n = 71 journal articles), we apply transparent eligibility criteria, quality appraisal, structured coding, and bibliometric mapping across booking, concierge/guest service, recommendation/personalisation, and service recovery touchpoints. Evidence indicates that response speed, message concision, empathic style, anthropomorphism, disclosure/explanation practices, visual/emoji enrichment, privacy-by-design features, and hybrid human handoff influence trust, perceived competence, reduced expectancy violation, perceived control, inspiration, and rapport. These mechanisms are associated with adoption and continuance, purchase and recommendation, satisfaction and loyalty, recovery effectiveness, and willingness to disclose data, with effects moderated by task complexity, failure severity, user traits, setting, and culture/digital literacy. From a practical perspective, this synthesis also provides guidance for hospitality and tourism practitioners on aligning large language model (LLM) capabilities with customer-journey touchpoints, calibrating response time and message concision to task and social context, implementing privacy-preserving personalisation, and maintaining human involvement in high-stakes or emotionally sensitive interactions.",https://doi.org/10.1080/23311975.2026.2613599,https://www.tandfonline.com/doi/pdf/10.1080/23311975.2026.2613599?needAccess=true,cc-by,gold,3,6,sistema=2;produto-design=4,screening-required,Automação não substitui leitura ontológica.,2,1,9,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,provisional-include,"O título e o resumo tratam Design Conversacional, sua fundamentação, seus métodos, suas práticas ou seus efeitos como objeto central; a decisão depende de confirmação no texto integral.",titulo-resumo-humano,9,sim
X036,B01,20260831T003810Z,1.0.0,"""conversational design""",OpenAlex,https://openalex.org/W4407208471,https://doi.org/10.24251/hicss.2025.461,Integrating Brand Identity Into AI-Based Conversational Agents: A Systematic Literature Review,2025,Angelia Dittmar; Philipp Reinhard; Meng Li; Fabian Karst; Jan Marco Leimeister,review,"A company's brand identity is vital for fostering meaningful interactions with customers in a digital economy. As generative artificial intelligence (GenAI) becomes increasingly integrated into our daily lives, AI-based assistants are evolving into the primary channel for representing a brand's identity. Consequently, brand departments face the challenge of translating their company's brand identity into highly interactive AI-based assistants effectively. While there is diverse research on single cues that influence user perceptions, the literature lacks a comprehensive understanding of conversational cues and their impact on brand-related outcomes. Hence, we conduct a systematic literature review to identify verbal and visual cues in the design of AI-based chatbots and examine how they influence the perceptions of the assistants and the brand. We contribute a conceptual framework that summarizes the independent and dependent variables as well as their interrelationships and provides researchers and practitioners with a basis for designing and studying conversational design in the age of GenAI.",https://aisel.aisnet.org/hicss-58/in/ai_based_assistants/7,https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1762&context=hicss-58,,green,3,5,sistema=4;produto-design=2,screening-required,Automação não substitui leitura ontológica.,2,1,8,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,provisional-include,"O título e o resumo tratam Design Conversacional, sua fundamentação, seus métodos, suas práticas ou seus efeitos como objeto central; a decisão depende de confirmação no texto integral.",titulo-resumo-humano,8,sim
X037,B01,20260831T003810Z,1.0.0,"""conversational design""",OpenAlex,https://openalex.org/W4409973603,https://doi.org/10.1145/3698204.3716483,User-Adaptive Personalized Chatbots for Conversational Information Seeking Tasks,2025,Mert Yazan,conference-paper,"A chatbot's design affects how customers perceive its competence and usefulness, both significant predictors of technology acceptance.The preferred design principles vary with the customer's emotional state and personality, making it unrealistic to come up with a static design that serves everyone.I propose a user-adaptive personalized chatbot framework where the most suitable conversational design cues are decided interactively.The framework is composed of multiple components, each one providing valuable information on how to modify the conversation style of the bot.Components include mechanisms such as a sentiment tracker for active feedback, and a retriever to check previous conversations for finding similar interactions.After receiving the context from the components, the chatbot actively adapts its conversation style for matching the customer's emotional needs.With this framework, my goal is to create a truly personalized experience for customers, thus increasing the adoption of chatbots as customer support agents for information-seeking tasks.",https://doi.org/10.1145/3698204.3716483,https://dl.acm.org/doi/pdf/10.1145/3698204.3716483,,gold,3,6,sistema=2;produto-design=3,screening-required,Automação não substitui leitura ontológica.,2,1,9,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,provisional-include,"O título e o resumo tratam Design Conversacional, sua fundamentação, seus métodos, suas práticas ou seus efeitos como objeto central; a decisão depende de confirmação no texto integral.",titulo-resumo-humano,9,sim
X038,B01,20260831T003810Z,1.0.0,"""conversational design""",OpenAlex,https://openalex.org/W3165479615,https://doi.org/10.21428/5395bc37.d8801b95,"Conversational Smart Products: A Research Opportunity, First Investigation And Definition",2019,I. Vitali; V. Arquilla,book-chapter,"Design and Conversational Interfaces (CUI) from a product design perspective. While this topic is more widespread in HCI and UX design community, there is a lack of insight coming from product design. Given that the integration of CUIs and assistants into physical products have the potential to impact product design practice, the paper introduces the term Conversational Smart Products (ConvSP). It analyzes the topic of Conversational Design and the construct of ""Product Smartness"" and presents a framework to define and analyze ConvSP. The research aims to delve into ConvSP characteristics, deepening how the conversation can be embodied in the product, and how the physical attributes could work in synergy with the verbal dimension. Through a case study research conducted on a selection of 30 existing products with CUIs, insight is collected on four different topics. On product smartness and personality; on the level of physical embodiment of the conversation; on request/ response design; and on the tangibility of conversational inputs and outputs. A descriptive definition of Conversational Smart Products is given. Broadly, the research aims to investigate what the role of product designers in the development of ConvSP could be.",https://doi.org/10.21428/5395bc37.d8801b95,https://desform19.pubpub.org/pub/conversational-smart-products/download/pdf,cc-by-nc-nd,gold,3,6,sistema=2;produto-design=4,screening-required,Automação não substitui leitura ontológica.,2,1,9,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,provisional-include,"O título e o resumo tratam Design Conversacional, sua fundamentação, seus métodos, suas práticas ou seus efeitos como objeto central; a decisão depende de confirmação no texto integral.",titulo-resumo-humano,9,sim
X039,B01,20260831T003810Z,1.0.0,"""conversational design""",OpenAlex,https://openalex.org/W4407927003,https://doi.org/10.1515/icom-2024-0067,Breaking down barriers to warning technology adoption: usability and usefulness of a messenger app warning bot,2025,Jasmin Haunschild; Markus Henkel; Christian Reuter,article,"Abstract In crisis situations, citizens’ situational awareness is paramount for effective response. While warning apps offer location-based alerts, their usage is relatively low. We propose a personalised messaging app channel as an alternative, presenting a warning bot that may lower adoption barriers. We employ the design science research process to define user requirements and iteratively evaluate and improve the bot’s usability and usefulness. The results showcase high usability, with over 40 % expressing an interest in utilising such a warning channel, stressing as reasons the added value of proactive warnings for personalised locations while not requiring a separate app. The derived requirements and design solutions, such as graphically enhanced user interface elements as guardrails for effective and error-free communication, demonstrate that a suitable warning chatbot does not necessarily require complex language processing capabilities. Additionally, our findings facilitate further research on accessibility via conversational design in the realm of crisis warnings.",https://doi.org/10.1515/icom-2024-0067,,cc-by,gold,3,6,sistema=1;produto-design=4,screening-required,Automação não substitui leitura ontológica.,1,1,8,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,provisional-include,"O título e o resumo tratam Design Conversacional, sua fundamentação, seus métodos, suas práticas ou seus efeitos como objeto central; a decisão depende de confirmação no texto integral.",titulo-resumo-humano,8,sim
X040,B01,20260831T003810Z,1.0.0,"""conversational UX""",OpenAlex,https://openalex.org/W3158319431,https://doi.org/10.1007/978-3-319-95579-7,Studies in Conversational UX Design,2018,,book,,https://doi.org/10.1007/978-3-319-95579-7,,,closed,4,6,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,1,0,7,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,provisional-include,"O título e o resumo tratam Design Conversacional, sua fundamentação, seus métodos, suas práticas ou seus efeitos como objeto central; a decisão depende de confirmação no texto integral.",titulo-resumo-humano,7,sim
X041,B01,20260831T003810Z,1.0.0,"""conversational UX""",OpenAlex,https://openalex.org/W2890307675,https://doi.org/10.1007/978-3-319-95579-7_1,Conversational UX Design: An Introduction,2018,Robert J. Moore; Raphael Arar,book-chapter,,https://doi.org/10.1007/978-3-319-95579-7_1,,,closed,4,6,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,1,0,7,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,provisional-include,"O título e o resumo tratam Design Conversacional, sua fundamentação, seus métodos, suas práticas ou seus efeitos como objeto central; a decisão depende de confirmação no texto integral.",titulo-resumo-humano,7,sim
X042,B01,20260831T003810Z,1.0.0,"""conversational UX""",OpenAlex,https://openalex.org/W2889877402,https://doi.org/10.1007/978-3-319-95579-7_9,A Natural Conversation Framework for Conversational UX Design,2018,Robert J. Moore,book-chapter,,https://doi.org/10.1007/978-3-319-95579-7_9,,,closed,4,6,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,1,0,7,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,provisional-include,"O título e o resumo tratam Design Conversacional, sua fundamentação, seus métodos, suas práticas ou seus efeitos como objeto central; a decisão depende de confirmação no texto integral.",titulo-resumo-humano,7,sim
X043,B01,20260831T003810Z,1.0.0,"""conversational UX""",OpenAlex,https://openalex.org/W4401247586,https://doi.org/10.1109/jcsse61278.2024.10613707,Generative AI: How Well Can it Understand Conversational UX?,2024,Debajyoti Pal; Sunisa Sathapornvajana; Suree Funilkul,conference-paper,"Conversational agents (CA) are growing in popularity and as such they must provide a good end-user experience (UX). Using subjective scales is one popular way to gather such UX, and the conversational UX scenario is not an exception. However, these scales do not have a common ground while identifying and naming the different UX dimensions. In this work we use a generative AI based approach for analyzing a sample of 23 well-established scales for measuring UX of CAs based on the semantic similarity of the items and group them together. Our results suggest some differences between the AI- generated UX dimensions and those established by current research. While generative AI is capable of capturing the common pragmatic aspects of UX, it falls short while comprehending the more nuanced aspects of conversational AI",https://doi.org/10.1109/jcsse61278.2024.10613707,,,closed,4,6,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,1,0,7,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,provisional-include,"O título e o resumo tratam Design Conversacional, sua fundamentação, seus métodos, suas práticas ou seus efeitos como objeto central; a decisão depende de confirmação no texto integral.",titulo-resumo-humano,7,sim
X044,B01,20260831T003810Z,1.0.0,"""conversational UX""",OpenAlex,https://openalex.org/W4294200632,https://doi.org/10.1192/j.eurpsy.2022.748,Coproducing multilingual conversational scripts for a mental wellbeing chatbot - where healthcare domain experts become chatbot designers,2022,Heidi Nieminen; Lauri Kuosmanen; R. Bond; A.-K. Vartiainen; Maurice Mulvenna; Courtney Potts; C. Kostenius,article,"Introduction Digital mental health interventions, such as chatbots that promote mental health and wellbeing are a promising way to deliver low-threshold support 24/7 for those in need. According to current knowledge about the topic, health care professionals should participate in the design and development processes for digital interventions. Objectives The aim of this presentation is to describe the interdisciplinary content development process of the ChatPal chatbot. Methods The content development process started in co-operation with mental health professionals and potential users to identify requirements. Content was created, evaluated and tested in international, multi-disciplinary group workshops, and online tools were used to allow the collaboration. Initial conversational scripts were drafted in English, and translated into Finnish, Swedish and Scottish Gaelic. Results A multilingual chatbot was developed and the conversation scripts were structured and stored using a spreadsheet. The conversation scripts will be made freely available online in due course using this structured approach to formatting chatbot dialogue content. It will allow repurposing the content as well as facilitating studies that wish to assess the design of conversation scripts for mental health chatbots. Conversation design process also highlighted some challenges in turning empathetic and supportive conversations to short utterances suitable for a chatbot. Conclusions The ChatPal chatbot is now available in four languages. As literature about the topic is still scarce, it is important to describe and document the content development processes of mental health chatbots. Future work will develop a conversational UX toolkit that would allow health professionals to design chatbot scripts using design guidelines. Disclosure No significant relationships.",https://doi.org/10.1192/j.eurpsy.2022.748,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/335B848DEE055ADF849F699EC7E27DDC/S0924933822007489a.pdf/div-class-title-coproducing-multilingual-conversational-scripts-for-a-mental-wellbeing-chatbot-where-healthcare-domain-experts-become-chatbot-designers-div.pdf,cc-by,gold,4,6,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,2,1,9,Pode alcançar o limiar 7/10 após evidência documental e contribuição aplicável.,provisional-include,"O título e o resumo tratam Design Conversacional, sua fundamentação, seus métodos, suas práticas ou seus efeitos como objeto central; a decisão depende de confirmação no texto integral.",titulo-resumo-humano,9,sim
