run_id,query,source_api,source_id,doi,title,year,authors,type,abstract,landing_url,pdf_url,license,oa_status,ontology_score,provisional_score,automatic_signal,decision,decision_reason,citation_relation
citation-20260907T231123Z,referenciado,OpenAlex-citation,https://openalex.org/W4236079348,https://doi.org/10.4324/9780429198748,Technical Communication after the Social Justice Turn,2019,,book,,https://doi.org/10.4324/9780429198748,,,,2,5,termos=3; relação=referenciado,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,referenciado
citation-20260907T231123Z,referenciado,OpenAlex-citation,https://openalex.org/W4282559157,https://doi.org/10.1080/07370024.2022.2081571,The IBM natural conversation framework: a new paradigm for conversational UX design,2022,,article,,https://doi.org/10.1080/07370024.2022.2081571,,,,2,5,termos=5; relação=referenciado,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,referenciado
citation-20260907T231123Z,referenciado,OpenAlex-citation,https://openalex.org/W4285553096,https://doi.org/10.1007/978-3-031-02176-3,Conversational AI,2021,,book,,https://doi.org/10.1007/978-3-031-02176-3,,,,2,5,termos=3; relação=referenciado,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,referenciado
citation-20260907T231123Z,referenciado,OpenAlex-citation,https://openalex.org/W4295210883,https://doi.org/10.1080/10447318.2022.2118244,Towards User-Centric Guidelines for Chatbot Conversational Design,2022,,article,,https://doi.org/10.1080/10447318.2022.2118244,https://arxiv.org/pdf/2301.06474,,,2,5,termos=6; relação=referenciado,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,referenciado
citation-20260907T231123Z,referenciado,OpenAlex-citation,https://openalex.org/W4319287582,https://doi.org/10.55177/tc148396,Localizing Content: The Roles of Technical & Professional Communicators and Machine Learning in Personalized Chatbot Responses,2022,,article,,https://doi.org/10.55177/tc148396,,,,2,5,termos=5; relação=referenciado,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,referenciado
citation-20260907T231123Z,referenciado,OpenAlex-citation,https://openalex.org/W4328051263,https://doi.org/10.1016/j.jbusres.2023.113838,Artificial intelligence empowered conversational agents: A systematic literature review and research agenda,2023,,review,,https://doi.org/10.1016/j.jbusres.2023.113838,,,,2,5,termos=5; relação=referenciado,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,referenciado
citation-20260907T231123Z,referenciado,OpenAlex-citation,https://openalex.org/W4366597599,https://doi.org/10.1007/s10796-023-10375-9,Charting the Evolution and Future of Conversational Agents: A Research Agenda Along Five Waves and New Frontiers,2023,,article,,https://doi.org/10.1007/s10796-023-10375-9,https://link.springer.com/content/pdf/10.1007/s10796-023-10375-9.pdf,,,2,5,termos=5; relação=referenciado,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,referenciado
citation-20260907T231123Z,referenciado,OpenAlex-citation,https://openalex.org/W4385221481,https://doi.org/10.4324/9781003274414,UX Writing,2023,,book,,https://doi.org/10.4324/9781003274414,,,,2,5,termos=4; relação=referenciado,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,referenciado
citation-20260907T231123Z,referenciado,OpenAlex-citation,https://openalex.org/W4385582092,https://doi.org/10.1177/00472816231191998,Toward TPC-UX: UX Topics in TPC Journals 2013–2022,2023,,article,,https://doi.org/10.1177/00472816231191998,,,,2,5,termos=4; relação=referenciado,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,referenciado
citation-20260907T231123Z,referenciado,OpenAlex-citation,https://openalex.org/W4387345017,https://doi.org/10.1145/3610189,"Form to Flow: Exploring Challenges and Roles of Conversational UX Designers in Real-world, Multi-channel Service Environments",2023,,article,,https://doi.org/10.1145/3610189,https://dl.acm.org/doi/pdf/10.1145/3610189,,,2,5,termos=6; relação=referenciado,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,referenciado
citation-20260907T231123Z,referenciado,OpenAlex-citation,https://openalex.org/W4387546244,https://doi.org/10.1109/tpc.2023.3314300,Finding the Gap: A Comparison of UX Industry Practices and UX Course Outcomes in TPC Programs,2023,,article,,https://doi.org/10.1109/tpc.2023.3314300,,,,2,5,termos=4; relação=referenciado,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,referenciado
citation-20260907T231123Z,referenciado,OpenAlex-citation,https://openalex.org/W4387546395,https://doi.org/10.1109/tpc.2023.3314250,Longitudinal Study of Usability and User Experience in Technical and Professional Communication Research,2023,,article,,https://doi.org/10.1109/tpc.2023.3314250,,,,2,5,termos=5; relação=referenciado,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,referenciado
