record_id,title,doi,pdf_path,text_path,pages,pages_with_text,characters,text_sha256,extraction_status
X013,Conversation Design for Raising Awareness on the Responsible Use of the Internet,https://doi.org/10.1007/978-3-031-49811-4_74,library\staging\expanded\B01\X013-Conversation-Design-for-Raising-Awareness-on-the-Responsible-Use-of-the-Internet.pdf,extracted-text\local-only\expanded\B01\X013-Conversation-Design-for-Raising-Awareness-on-the-Responsible-Use-of-the-Internet.txt,10,10,30176,457a6345268335005d7da7f36e6f19fc01e9c780aa4113786b2668e826fdb7c6,complete
X026,Self-Diagnosis through AI-enabled Chatbot-based Symptom Checkers: User Experiences and Design Considerations,https://doi.org/10.48550/arxiv.2101.04796,library\staging\expanded\B01\X026-Self-Diagnosis-through-AI-enabled-Chatbot-based-Symptom-Checkers-User-Experience.pdf,extracted-text\local-only\expanded\B01\X026-Self-Diagnosis-through-AI-enabled-Chatbot-based-Symptom-Checkers-User-Experience.txt,10,10,42369,e8e7e15657c3a8ca3194f9bc816a4de74d200270b92cb4b2b6e6f402b2e03837,complete
X036,Integrating Brand Identity Into AI-Based Conversational Agents: A Systematic Literature Review,https://doi.org/10.24251/hicss.2025.461,library\staging\expanded\B01\X036-Integrating-Brand-Identity-Into-AI-Based-Conversational-Agents-A-Systematic-Lite.pdf,extracted-text\local-only\expanded\B01\X036-Integrating-Brand-Identity-Into-AI-Based-Conversational-Agents-A-Systematic-Lite.txt,10,10,46086,d3701934233e7c6a92e7104c0b1d16a1ee7850f263e21199113ca765bc1be3be,complete
X048,The Chatbot Usability Scale: the Design and Pilot of a Usability Scale for Interaction with AI-Based Conversational Agents,https://doi.org/10.1007/s00779-021-01582-9,library\staging\expanded\B01\X048-The-Chatbot-Usability-Scale-the-Design-and-Pilot-of-a-Usability-Scale-for-Intera.pdf,extracted-text\local-only\expanded\B01\X048-The-Chatbot-Usability-Scale-the-Design-and-Pilot-of-a-Usability-Scale-for-Intera.txt,25,25,96146,b6b2b970fab24cc6cfbc6ce4fe372180cab55f061ac81cb2c369a0bdd949356d,complete
X049,Future directions for chatbot research: an interdisciplinary research agenda,https://doi.org/10.1007/s00607-021-01016-7,library\staging\expanded\B01\X049-Future-directions-for-chatbot-research-an-interdisciplinary-research-agenda.pdf,extracted-text\local-only\expanded\B01\X049-Future-directions-for-chatbot-research-an-interdisciplinary-research-agenda.txt,28,28,94293,442c36a4d58ae7a042256313b8234671c68ced6263718949e8c4e8ad91baa160,complete
