candidate_id,corpus_id,expanded_id,title,doi,path,pages,encrypted,metadata_title,title_token_coverage,correspondence,text_sha256,error
DCM-00825-DH0001,DCM-00825,,Conversational Structure for Artificial Agents,10.70675/c7696897zc084z4c01z971ez569e5eda249a,library/staging/master-doaj-hal/DCM-00825-DH0001-Conversational-Structure-for-Artificial-Agents.pdf,135,false,Conversational Structure for Artificial Agents,1.000,true,fdfdc62f9b77bc21c2826e4cda1c94385db9c01cc902f18966ab5124f67f0b70,
