"corpus_id","doi","title","pdf_url","path","valid_pdf","pdf_signature","sha256","bytes","content_type","error","retrieved_at"
"DCM-00038","https://doi.org/10.21606/drs.2018.773","Conversation: Design Education as a Catalyst for Change","https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1773&context=drs-conference-papers","library/staging/master-retry-7400/retry-retry.pdf","true","true","819c76325a7ad81a0cb8e944668d18ff76efae4d75de42d02ed6344cd4be284f","458215","application/pdf","","2026-09-12T19:26:09.992775+00:00"
