candidate_id,corpus_id,title,doi,url,license,version,source_name,path,downloaded,pdf_signature,bytes,sha256,content_type,retrieved_at,error
candidate-00001-BR30001,candidate-00001,Chatbot em contexto: design de experiência do usuário aplicado à recuperação da informação no catálogo de teses e dissertações da CAPES,,https://repositorio.ufmg.br/bitstream/1843/50840/1/ChatbotEmContexto.pdf,,,BR3,library/staging/brazil-institutional3/candidate-00001-BR30001-Chatbot-em-contexto-design-de-experi-ncia-do-usu-rio-aplicado-rec.pdf,true,true,13200213,c5da5c8ded94dbc0de710626ed117a6badb9b7c79c5cb031c9021f2719edacde,application/pdf;charset=UTF-8,2026-09-07T23:24:59.903865+00:00,
candidate-00002-BR30002,candidate-00002,Interfaces Conversacionais e Requisitos de Acessibilidade,,https://repositorio.usp.br/directbitstream/742bbfe4-0e85-4b0e-a22f-85c7b47ea520/3172619.pdf,,,BR3,library/staging/brazil-institutional3/candidate-00002-BR30002-Interfaces-Conversacionais-e-Requisitos-de-Acessibilidade.pdf,true,true,98774,9680df06c9fc802ef0070678bc0d7ff2cc7c2f114814242a042754a13bdd7584,application/pdf,2026-09-07T23:24:59.903865+00:00,
candidate-00003-BR30003,candidate-00003,Protótipo de um chatbot para auxiliar o professor na utilização de um sistema tutor inteligente Mazk,,https://repositorio.ufsc.br/bitstream/handle/123456789/214918/PTIC0068-D.pdf,,,BR3,library/staging/brazil-institutional3/candidate-00003-BR30003-Prot-tipo-de-um-chatbot-para-auxiliar-o-professor-na-utiliza-o-de.pdf,true,false,2229686,75a7eb31fc812744b19d4952a31940c88f465c74649534c8bb39d6b0461c89ef,application/pdf;charset=ISO-8859-1,2026-09-07T23:24:59.903865+00:00,response-is-not-pdf
candidate-00004-BR30004,candidate-00004,Desenvolvimento de chatbot usando aprendizagem de máquina como auxílio para responder perguntas sobre vacinas para Covid-19,,https://repositorio.ufsc.br/bitstream/handle/123456789/234566/PGIS0047-D.pdf,,,BR3,library/staging/brazil-institutional3/candidate-00004-BR30004-Desenvolvimento-de-chatbot-usando-aprendizagem-de-m-quina-como-au.pdf,true,false,3661099,124820cc059618780fb138c5ff0943c4bd2e60e42d6234ce4783544b9a0f07c1,application/pdf;charset=ISO-8859-1,2026-09-07T23:24:59.903865+00:00,response-is-not-pdf
