candidate_id,corpus_id,title,doi,url,license,version,source_name,path,downloaded,pdf_signature,bytes,sha256,content_type,retrieved_at,error
DCM-00825-DH0001,DCM-00825,Conversational Structure for Artificial Agents,10.70675/c7696897zc084z4c01z971ez569e5eda249a,https://theses.hal.science/tel-05351538/document,,fulltext,HAL,library/staging/master-doaj-hal/DCM-00825-DH0001-Conversational-Structure-for-Artificial-Agents.pdf,true,true,19806886,14cd6635ae04b46131e0de2acf17db9f11143d4671f94d518521938450e69bc1,application/pdf,2026-09-07T22:55:46.974637+00:00,
DCM-01509-DH0002,DCM-01509,Human–AI co-research on design and evaluation of Embodied Conversational Agent in rehabilitation contexts,10.3389/frobt.2026.1758391,https://www.frontiersin.org/articles/10.3389/frobt.2026.1758391/full,,fulltext,Frontiers in Robotics and AI,library/staging/master-doaj-hal/DCM-01509-DH0002-Human-AI-co-research-on-design-and-evaluation-of-Embodied-Convers.pdf,true,false,936614,981ff3d830bd520b7585d5fe5c5e374458df817cf34dd6950581869868782d32,text/html;charset=utf-8,2026-09-07T22:55:46.982332+00:00,response-is-not-pdf
DCM-01545-DH0003,DCM-01545,Planning Socio-Emotional Response Generation for Conversational Agents,10.70675/c2e3a23cze849z4048z8e41za3d1ad28a234,https://theses.hal.science/tel-05300086/document,,fulltext,HAL,library/staging/master-doaj-hal/DCM-01545-DH0003-Planning-Socio-Emotional-Response-Generation-for-Conversational-A.pdf,true,true,7410346,7926243d18b3b6d30f8d0e2ee6bb1e0964d9ba1702a02ce3ebdac5afa558816c,application/pdf,2026-09-07T22:55:46.982878+00:00,
DCM-01619-DH0004,DCM-01619,L’acceptabilité de l'intelligence artificielle appliquée aux systèmes d'information des ressources humaines : cas d’un agent conversationnel,10.70675/5f881ea8z1a6ez45e5z911bza694eeae0cec,https://theses.hal.science/tel-03697429/document,,fulltext,HAL,library/staging/master-doaj-hal/DCM-01619-DH0004-L-acceptabilit-de-l-intelligence-artificielle-appliqu-e-aux-syst-.pdf,true,true,3423053,ddde9be8df026762383fa7424788ea2be3e89229f22f066334a5bbcbb025ea41,application/pdf,2026-09-07T22:55:46.982878+00:00,
DCM-01620-DH0005,DCM-01620,Agent conversationnel et pragmatique gricéenne,10.1051/shsconf/202419101001,https://www.shs-conferences.org/articles/shsconf/pdf/2024/11/shsconf_cmlf2024_01001.pdf,,fulltext,SHS Web of Conferences,library/staging/master-doaj-hal/DCM-01620-DH0005-Agent-conversationnel-et-pragmatique-gric-enne.pdf,false,false,0,,,2026-09-07T22:55:46.982878+00:00,<HTTPError 403: 'Forbidden'>
