"corpus_id","doi","title","pdf_url","path","valid_pdf","pdf_signature","sha256","bytes","content_type","error","retrieved_at"
"DCM-00038","https://doi.org/10.21606/drs.2018.773","Conversation: Design Education as a Catalyst for Change","https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1773&context=drs-conference-papers","library/staging/master-retry-7250/retry-retry.pdf","true","true","819c76325a7ad81a0cb8e944668d18ff76efae4d75de42d02ed6344cd4be284f","458215","application/pdf","","2026-09-12T19:23:16.677973+00:00"
"DCM-00144","https://doi.org/10.17705/1thci.00113","Designing Virtual In-vehicle Assistants: Design Guidelines for Creating a Convincing User Experience","https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1118&context=thci","library/staging/master-retry-7250/retry-retry.pdf","true","true","8f8cc8a22d0251985db07cc4c485dc458a42a094945cc36dd07d7be892f1e949","4770902","application/pdf","","2026-09-12T19:23:17.323609+00:00"
