candidate_id,corpus_id,title,doi,url,license,version,source_name,path,downloaded,pdf_signature,bytes,sha256,content_type,retrieved_at,error
candidate-00001-BR0001,candidate-00001,Proposta de um modelo para documentar os requisitos conversacionais de chatbots,,https://repositorio.unb.br/bitstream/10482/52136/1/2024_LarissaPereiraGoncalves_DISSERT.pdf,,,BR,library/staging/brazil-institutional/candidate-00001-BR0001-Proposta-de-um-modelo-para-documentar-os-requisitos-conversaciona.pdf,false,false,0,,,2026-09-07T23:21:35.999757+00:00,<HTTPError 503: 'Service Unavailable'>
candidate-00002-BR0002,candidate-00002,O chatbot como forma de teleconsultoria para fisioterapeutas da atenção primária em saúde,,https://repositorio.ufsc.br/bitstream/handle/123456789/219166/PGIS0022-D.pdf,,,BR,library/staging/brazil-institutional/candidate-00002-BR0002-O-chatbot-como-forma-de-teleconsultoria-para-fisioterapeutas-da-a.pdf,true,false,12135735,3c039386fb59ab1e9c04344b546cec5dce051abdc762c8b7addd1bf01bddb8b8,application/pdf;charset=ISO-8859-1,2026-09-07T23:21:35.999757+00:00,response-is-not-pdf
