corpus_id,bibliographic_status,document_status,run_id,source_api,source_id,doi,title,year,authors,type,abstract,landing_url,source_pdf_url,license,oa_status,ontology_score,screening_state,download_attempts,validated_local_path,document_manifest
DCM-00164,estudo-unico-descoberto,sem-url-pdf-resolucao-pendente,20260831T003810Z,OpenAlex,https://openalex.org/W4313511863,https://doi.org/10.1080/07370024.2022.2161905,Introduction to this special issue: guiding the conversation: new theory and design perspectives for conversational user interfaces,2023,Benjamin R. Cowan; Leigh Clark; Heloísa Candello; Janice Tsai,article,"The increased popularity of CUIs has motivated HCI work around specific approaches to research, design, and implementation, while also reflecting on these topics. However, current research is highly fragmented and lacks critical mass around topics such as theory, methods and design. Building this critical mass is a fundamentally multidisciplinary endeavour. CUIs involve language based interaction, either through speech or text, with another agent(s) or device(s). This type of interaction not only needs to engage with traditional HCI approaches, but also to embrace methods from communicative and social sciences. This is crucial for making progress towards human-centred conversational interfaces. Along with the recent ACM SIGCHI Conversational User Interfaces conference (ACM CUI), this special issue showcases research to further solidify the foundations of the field in these areas. Below we outline some key challenges faced by the field, describe the papers in this special issue, and then outline areas for future research.",https://doi.org/10.1080/07370024.2022.2161905,,,closed,4,screening-required,0,,
DCM-00165,estudo-unico-descoberto,sem-url-pdf-resolucao-pendente,20260831T003810Z,OpenAlex,https://openalex.org/W3043404834,https://doi.org/10.1145/3405755.3406126,User Preference and Categories for Error Responses in Conversational User Interfaces,2020,Sihan Yuan; Birgit Brüggemeier; Stefan Hillmann; Thilo Michael,conference-paper,"Error messages are frequent in interactions with Conversational User Interfaces (CUI). Smart speakers respond to about every third user request with an error message. Errors can heavily affect user experience (UX) in interaction with CUI. However, there is limited research on how error responses should be formulated. In this paper, we present a system to study how people classify different categories (acknowledgement of user sentiment, acknowledgement of error and apology) of error messages, and evaluate peoples' preference of error responses with clear categories. The results indicate that if an error response has only one element (i.e. neutral acknowledgement of error, apology or sentiment), responses that acknowledge errors neutrally are preferred by participants. Moreover, we find that when interviewed, participants like error messages to include an apology, an explanation of what went wrong, and a suggestion how to fix the problem in addition to a neutral acknowledgement of an error. Our study has two main contributions: (1) our results inform about the design of error messages and (2) we present a framework for error response categorization and validation.",http://publica.fraunhofer.de/documents/N-593271.html,,other-oa,green,4,screening-required,0,,
DCM-00166,estudo-unico-descoberto,pdf-integral-validado-local,20260831T003810Z,OpenAlex,https://openalex.org/W2968221727,https://doi.org/10.1109/mprv.2019.2921176,Conversational User Interfaces and Interactions,2019,James A. Landay; Nuria Oliver; Junehwa Song,article,"The four papers in this special section explore applications, systems, methodologies, and technologies that relate broad aspects to realize successful conversational user interfaces and interactions. Speech recognition has become a part of our daily lives. Today, we can enjoy a wide array of conversational user interfaces and speech-based interactive services, from speech-based personal assistants in our smartphones and smart speakers, e.g.,Amazon Echo, Alexa, Cortana, and Google Home, to chatbots in traditional messaging interfaces. These interfaces are becoming pervasive as reflected by the exponential growth in their adoption. Hence, the expectations are that computer based conversational systems will soon reach the level of human–human conversation.",https://doi.org/10.1109/mprv.2019.2921176,https://ieeexplore.ieee.org/ielx7/7756/8794651/08796473.pdf,,bronze,4,screening-required,1,library\staging\10.1109-mprv.2019.2921176.pdf,data/document-resolution/validated-documents.csv
DCM-00167,estudo-unico-descoberto,recuperacao-tentada-sem-pdf-valido,20260831T003810Z,OpenAlex,https://openalex.org/W3170155921,https://doi.org/10.1145/3453175,Can Chatbots Help Support a Person’s Mental Health? Perceptions and Views from Mental Healthcare Professionals and Experts,2021,Colm Sweeney; Courtney Potts; Edel Ennis; Raymond Bond; Maurice Mulvenna; Siobhan O’Neill; Martin Malcolm; Lauri Kuosmanen; Catrine Kostenius; Alex Vakaloudis; Gavin McConvey; Robin Turkington; David Hanna; Heidi Nieminen; Anna‐Kaisa Vartiainen; Alison Robertson; Michael McTear,article,"The objective of this study was to understand the attitudes of professionals who work in mental health regarding the use of conversational user interfaces, or chatbots, to support people’s mental health and wellbeing. This study involves an online survey to measure the awareness and attitudes of mental healthcare professionals and experts. The findings from this survey show that more than half of the participants in the survey agreed that there are benefits associated with mental healthcare chatbots (65%, p < 0.01). The perceived importance of chatbots was also relatively high (74%, p < 0.01), with more than three-quarters (79%, p < 0.01) of respondents agreeing that mental healthcare chatbots could help their clients better manage their own health, yet chatbots are overwhelmingly perceived as not adequately understanding or displaying human emotion (86%, p < 0.01). Even though the level of personal experience with chatbots among professionals and experts in mental health has been quite low, this study shows that where they have been used, the experience has been mostly satisfactory. This study has found that as years of experience increased, there was a corresponding increase in the belief that healthcare chatbots could help clients better manage their own mental health.",https://doi.org/10.1145/3453175,https://dl.acm.org/doi/pdf/10.1145/3453175,,bronze,3,screening-required,1,,
DCM-00168,estudo-unico-descoberto,recuperacao-tentada-sem-pdf-valido,20260831T003810Z,OpenAlex,https://openalex.org/W4295955345,https://doi.org/10.1145/3543829.3544516,A Conversational User Interface for Instructional Maintenance Reports,2022,Samuel Kernan Freire; Evangelos Niforatos; Zoltán Rusák; Doris Aschenbrenner; Alessandro Bozzon,conference-paper,"Maintaining a complex system, such as a modern production line, is a knowledge-intensive task. Many firms use maintenance reports as a decision support tool. However, reports are often poor quality and tedious to compile. A Conversational User Interface (CUI) could streamline the reporting process by validating the user’s input, eliciting more valuable information, and reducing the time needed. In this paper, we use a Technology Probe to explore the potential of a CUI to create instructional maintenance reports. We conducted a between-groups study (N = 24) in which participants had to replace the inner tube of a bicycle tire. One group documented the procedure using a CUI while replacing the inner tube, whereas the other group compiled a paper report afterward. The CUI was enacted by a researcher according to a set of rules. Our results indicate that using a CUI for maintenance reports saves a significant amount of time, is no more cognitively demanding than writing a report, and results in maintenance reports of higher quality.",https://doi.org/10.1145/3543829.3544516,https://dl.acm.org/doi/pdf/10.1145/3543829.3544516,,gold,4,screening-required,1,,
DCM-00169,estudo-unico-descoberto,recuperacao-tentada-sem-pdf-valido,20260831T003810Z,OpenAlex,https://openalex.org/W4384520743,https://doi.org/10.1145/3571884.3597140,Conversational User Interfaces in Smart Homecare Interactions: A Conversation Analytic Case Study,2023,Saul Albert; Magnus Hamann; Elizabeth Stokoe,conference-paper,"Policymakers are increasingly interested in using virtual assistants to augment social care services in the context of a demographic ageing crisis. At the same time, technology companies are marketing conversational user interfaces (CUIs) and smart home systems as assistive technologies for elderly and disabled people. However, we know relatively little about how today’s commercially available CUIs are used to assist in everyday homecare activities, or how care service users and human care assistants interpret and adapt these technologies in practice. Here we report on a longitudinal conversation analytic case study to identify, describe, and share how CUIs can be used as assistive conversational agents in practice. The analysis reveals that, while CUIs can augment and support new capabilities in a homecare environment, they cannot replace the delicate interactional work of human care assistants. We argue that CUI design is best inspired and underpinned by a better understanding of the joint coordination of homecare activities",https://doi.org/10.1145/3571884.3597140,,cc-by,gold,4,screening-required,1,,
DCM-00170,estudo-unico-descoberto,pdf-integral-validado-local,20260831T003810Z,OpenAlex,https://openalex.org/W4380136656,https://doi.org/10.1145/3571884.3603760,Who are CUIs Really For? Representation and Accessibility in the Conversational User Interface Literature,2023,William Seymour; Xiao Zhan; Mark Coté; José M. Such,conference-paper,"The theme for CUI 2023 is ‘designing for inclusive conversation’, but who are CUIs really designed for? The field has its roots in computer science, which has a long acknowledged diversity problem. Inspired by studies mapping out the diversity of the CHI and voice assistant literature, we set out to investigate how these issues have (or have not) shaped the CUI literature. To do this we reviewed the 46 full-length research papers that have been published at CUI since its inception in 2019. After detailing the eight papers that engage with accessibility, social interaction, and performance of gender, we show that 90% of papers published at CUI with user studies recruit participants from Europe and North America (or do not specify). To complement existing work in the community towards diversity we discuss the factors that have contributed to the current status quo, and offer some initial suggestions as to how we as a CUI community can continue to improve. We hope that this will form the beginning of a wider discussion at the conference.",https://doi.org/10.1145/3571884.3603760,https://dl.acm.org/doi/pdf/10.1145/3571884.3603760,,gold,4,screening-required,3,library\staging\arxiv\2306.05228v1.pdf,data/document-resolution/validated-documents.csv
DCM-00171,estudo-unico-descoberto,sem-url-pdf-resolucao-pendente,20260831T003810Z,OpenAlex,https://openalex.org/W1489027231,https://doi.org/10.1007/3-540-36572-9_27,A Scalable Avatar for Conversational User Interfaces,2003,Uwe Berner; Thomas Rieger,conference-paper,,https://doi.org/10.1007/3-540-36572-9_27,,,closed,4,screening-required,0,,
DCM-00172,estudo-unico-descoberto,pdf-integral-validado-local,20260831T003810Z,OpenAlex,https://openalex.org/W4384520714,https://doi.org/10.1145/3571884.3603752,Moral Transparency as a Mitigator of Moral Bias in Conversational User Interfaces,2023,Joel Wester; Minha Lee; Niels van Berkel,conference-paper,"From straightforward interactions to full-fledged open-ended dialogues, Conversational User Interfaces (CUIs) are designed to support end-user goals and follow their requests. As CUIs become more capable, investigating how to restrict or limit their ability to carry out user requests becomes increasingly critical. Currently, such intentionally constrained user interactions are accompanied by a generic explanation (e.g., “I’m sorry, but as an AI language model, I cannot say...”). We describe the role of moral bias in such user restrictions as a potential source of conflict between CUI users’ autonomy and system characterisation as generated by CUI designers. Just as the users of CUIs have diverging moral viewpoints, so do CUI designers—which either intentionally or unintentionally affects how CUIs communicate. Mitigating user moral biases and making the moral viewpoints of CUI designers apparent is a critical path forward in CUI design. We describe how moral transparency in CUIs can support this goal, as exemplified through intelligent disobedience. Finally, we discuss the risks and rewards of moral transparency in CUIs and outline research opportunities to inform the design of future CUIs.",https://vbn.aau.dk/da/publications/d66ffbc6-0c98-482c-a432-7b9ea8f8ad7f,https://vbn.aau.dk/ws/files/702151593/3571884.3603752.pdf,other-oa,green,4,screening-required,1,library\staging\10.1145-3571884.3603752.pdf,data/document-resolution/validated-documents.csv
DCM-00173,estudo-unico-descoberto,pdf-integral-validado-local,20260831T003810Z,OpenAlex,https://openalex.org/W1491598925,https://doi.org/10.1007/978-0-306-47002-8_20,Design Issues for Conversational User Interfaces: Animating and Controlling 3D Faces,2001,Wolfgang Müller; Ulrike Spierling; Marc Alexa; Ido Iurgel,book-chapter,"Software agents and assistants, together with their adequate visual representations, lead to so-called social user interfaces, incorporating natural language interaction, context awareness and anthropomorphic avatars. Today’s challenge is to build a suitable visualization architecture for anthropomorphic conversational user interfaces, and to design believable and appropriate face-to-face interactions, including human attributes, such as emotions. An integrated approach to these tasks is presented.",https://doi.org/10.1007/978-0-306-47002-8_20,https://link.springer.com/content/pdf/10.1007/978-0-306-47002-8_20.pdf,,gold,4,screening-required,2,library\staging\openaire\10.1007-978-0-306-47002-8_20-b4226fbb4e.pdf,data/document-resolution/validated-documents.csv
DCM-00174,estudo-unico-descoberto,recuperacao-tentada-sem-pdf-valido,20260831T003810Z,OpenAlex,https://openalex.org/W4214574502,https://doi.org/10.1145/3490632.3490673,Conversational User Interfaces to support Astronauts in Extraterrestrial Habitats,2021,Ana Rita Goncalves Freitas; Alexander Schülke; Simon Glaser; Pitt Michelmann; Thanh Quang Nguyen; Lisa Schröder; Zahra Fadavi; Gaurav Talekar; Jette Ternieten; Akash R. Trivedi; Jana Wahls; Warda Masood; Christiane Heinicke; Johannes Schöning,conference-paper,"Long-term space missions are challenging and demanding for astronauts. Confined spaces and long-duration sensory deprivation may cause psychological problems for the astronauts. In this paper, we envision how extraterrestrial habitats (e.g., a habitat on the Moon or Mars) can maintain the well-being of the crews by augmenting the astronauts. In particular, we report on the design, implementation, and evaluation of conversational user interfaces (CUIs) for extraterrestrial habitats. The goal of such CUIs is to support scientists during their daily and scientific routines on their missions within the extraterrestrial habitat and provide emotional support. During a week-long so-called analog mission with four scientists using a Wizard of Oz prototype, we derived design guidelines for such CUIs. Successively, based on the derived guidelines, we present the implementation and evaluation of two CUIs named CASSIOPEIA and PEGASUS.",https://doi.org/10.1145/3490632.3490673,https://dl.acm.org/doi/pdf/10.1145/3490632.3490673,other-oa,gold,4,screening-required,5,,
DCM-00175,estudo-unico-descoberto,recuperacao-tentada-sem-pdf-valido,20260831T003810Z,OpenAlex,https://openalex.org/W3203393885,https://doi.org/10.1145/3467963,Towards Augmented Reality Driven Human-City Interaction: Current Research on Mobile Headsets and Future Challenges,2021,Lik‐Hang Lee; Tristan Braud; Simo Hosio; Pan Hui,article,"Interaction design for Augmented Reality (AR) is gaining attention from both academia and industry. This survey discusses 260 articles (68.8% of articles published between 2015–2019) to review the field of human interaction in connected cities with emphasis on augmented reality-driven interaction. We provide an overview of Human-City Interaction and related technological approaches, followed by reviewing the latest trends of information visualization, constrained interfaces, and embodied interaction for AR headsets. We highlight under-explored issues in interface design and input techniques that warrant further research and conjecture that AR with complementary Conversational User Interfaces (CUIs) is a crucial enabler for ubiquitous interaction with immersive systems in smart cities. Our work helps researchers understand the current potential and future needs of AR in Human-City Interaction.",https://doi.org/10.1145/3467963,https://oulurepo.oulu.fi/bitstream/10024/29725/1/nbnfi-fe2021111555106.pdf,,bronze,0,screening-required,1,,
DCM-00176,estudo-unico-descoberto,sem-url-pdf-resolucao-pendente,20260831T003810Z,OpenAlex,https://openalex.org/W2969485337,https://doi.org/10.1007/978-3-030-29516-5_80,Conversational User Interface Integration in Controlling IoT Devices Applied to Smart Agriculture: Analysis of a Chatbot System Design,2019,Eleni Symeonaki; Konstantinos G. Arvanitis; Dimitrios Piromalis; Michail Papoutsidakis,conference-paper,,https://doi.org/10.1007/978-3-030-29516-5_80,,,closed,4,screening-required,0,,
DCM-00177,estudo-unico-descoberto,recuperacao-tentada-sem-pdf-valido,20260831T003810Z,OpenAlex,https://openalex.org/W3158237802,https://doi.org/10.37715/rme.v5i1.1632,ARTIFICIAL INTELLIGENCE AS A HUMAN SUBSTITUTION? CUSTOMER'S PERCEPTION OF THE CONVERSATIONAL USER INTERFACE IN BANKING INDUSTRY BASED ON UTAUT CONCEPT,2021,Batara Daniel Bagana; Moch Irsad; Ignatius Hari Santoso,article,"This study aims to analyze the differences in perceptions between customers of Bank Rakyat Indonesia, Bank Negara Indonesia, and Bank Mandiri regarding the use of the conversational user interface owned by each bank. This study used 58 respondents. By using the Kruskal Wallis technique, it can be concluded that there are differences in perceptions between customers of Bank Rakyat Indonesia, Bank Negara Indonesia and Bank Mandiri who interact using the conversational user interface facility. Even though it is easy to use, the absence of recommendations from the community and family as well as concerns that the chatbot is unable to provide the right information and solutions can have implications for the reluctance of customers to use these facilities in the future",https://doi.org/10.37715/rme.v5i1.1632,https://journal.uc.ac.id/index.php/rome/article/download/1632/1472,cc-by,diamond,4,screening-required,1,,
DCM-00178,estudo-unico-descoberto,recuperacao-tentada-sem-pdf-valido,20260831T003810Z,OpenAlex,https://openalex.org/W2891890513,https://doi.org/10.3390/mti2040062,Enhancing Trust in Autonomous Vehicles through Intelligent User Interfaces That Mimic Human Behavior,2018,Peter A. M. Ruijten; Jacques Terken; Sanjeev N. Chandramouli,article,"Autonomous vehicles use sensors and artificial intelligence to drive themselves. Surveys indicate that people are fascinated by the idea of autonomous driving, but are hesitant to relinquish control of the vehicle. Lack of trust seems to be the core reason for these concerns. In order to address this, an intelligent agent approach was implemented, as it has been argued that human traits increase trust in interfaces. Where other approaches mainly use anthropomorphism to shape appearances, the current approach uses anthropomorphism to shape the interaction, applying Gricean maxims (i.e., guidelines for effective conversation). The contribution of this approach was tested in a simulator that employed both a graphical and a conversational user interface, which were rated on likability, perceived intelligence, trust, and anthropomorphism. Results show that the conversational interface was trusted, liked, and anthropomorphized more, and was perceived as more intelligent, than the graphical user interface. Additionally, an interface that was portrayed as more confident in making decisions scored higher on all four constructs than one that was portrayed as having low confidence. These results together indicate that equipping autonomous vehicles with interfaces that mimic human behavior may help increasing people’s trust in, and, consequently, their acceptance of them.",https://doi.org/10.3390/mti2040062,https://www.mdpi.com/2414-4088/2/4/62/pdf?version=1537768959,cc-by,gold,3,screening-required,1,,
DCM-00179,estudo-unico-descoberto,pdf-integral-validado-local,20260831T003810Z,OpenAlex,https://openalex.org/W3120881549,https://doi.org/10.1145/3397482.3450706,CUI@IUI: Theoretical and Methodological Challenges in Intelligent Conversational User Interface Interactions,2021,Philip R. Doyle; Daniel Rough; Justin Edwards; Benjamin R. Cowan; Leigh Clark; Martin Porcheron; Stephan Schlögl; María Inés Torres; Cosmin Munteanu; Christine Murad; Jaisie Sin; Minha Lee; Matthew P. Aylett; Heloísa Candello,conference-paper,"This workshop aims to bring together the Intelligent User Interface (IUI) and Conversational User Interface (CUI) communities to understand the theoretical and methodological challenges in designing, deploying and evaluating CUIs. CUIs have continued to prosper with the increased use and technological developments in both text-based chatbots and speech-based systems. However, challenges remain in creating established theoretical and methodological approaches for CUIs, and how these can be used with recent engineering advances. These include assessing the impact of interface design on user behaviours and perceptions, developing design guidelines, understanding the role of personalisation and issues of ethics and privacy. Our half-day multidisciplinary workshop brings together researchers and practitioners from the IUI and CUI communities in academia and industry. We aim to (1) identify and map out key focus areas and research challenges to address these critical theoretical and methodological gaps and (2) foster strong relationships between disciplines within and related to Artificial Intelligence (AI) and Human-Computer Interaction (HCI).",https://research.tue.nl/en/publications/01e3d445-960c-4c3c-8fc3-9511ae823728,https://pure.tue.nl/ws/files/386756462/3397482.3450706_1_.pdf,other-oa,green,4,screening-required,1,library\staging\10.1145-3397482.3450706.pdf,data/document-resolution/validated-documents.csv
DCM-00180,estudo-unico-descoberto,sem-url-pdf-resolucao-pendente,20260831T003810Z,OpenAlex,https://openalex.org/W4210758232,https://doi.org/10.1007/978-3-030-94890-0_2,Expert Insights for Designing Conversational User Interfaces as Virtual Assistants and Companions for Older Adults with Cognitive Impairments,2022,Kathrin Koebel; Martin Lacayo; Madhumitha Murali; Ioannis Tarnanas; Arzu Çöltekin,conference-paper,,https://doi.org/10.1007/978-3-030-94890-0_2,,,closed,4,screening-required,0,,
DCM-00181,estudo-unico-descoberto,recuperacao-tentada-sem-pdf-valido,20260831T003810Z,OpenAlex,https://openalex.org/W4384521578,https://doi.org/10.1145/3571884.3604403,Tilbot: A Visual Design Platform to Facilitate Open Science Research into Conversational User Interfaces,2023,Jan de Wit; Anouck Braggaar,conference-paper,"This paper introduces Tilbot, an open source, easy to use platform for the design of conversational user interfaces. Although many platforms for the creation of conversational agents already exist, they often are closed source and focus mainly on commercial purposes. Tilbot is created as an open source solution that can be hosted on-premises. By focusing primarily on students and researchers, Tilbot stimulates open science research, collaborations, and building a scientific community to create and share best practices and experiences. At the CUI conference, visitors will be able to try out Tilbot, and engage with its original creators to highlight their wishes and brainstorm directions for future development.",https://doi.org/10.1145/3571884.3604403,https://dl.acm.org/doi/pdf/10.1145/3571884.3604403,,gold,4,screening-required,1,,
DCM-00182,estudo-unico-descoberto,sem-url-pdf-resolucao-pendente,20260831T003810Z,OpenAlex,https://openalex.org/W3201476520,https://doi.org/10.1145/3473856.3473872,Time to Get Conversational: Assessment of the Potential of Conversational User Interfaces for Mobile Banking,2021,Vanessa Fahn; Andreas Riener,conference-paper,"Conversational user interfaces have recently gained in popularity, for example in chatbot systems for customer service or as intelligent assistants on Smartphones or other IoT devices. However, conversational banking interfaces have also found their way into the mobile banking sector and allow banks to offer their customers a cost-effective and personalized solution to perform financial services via natural language. Conversational interfaces, in particular for mobile banking applications, are very sensitive to user acceptance and trust. Also, user experience and the perceived security influence their adoption significantly. To explore the influence of these dimensions we have implemented three prototypes for conversational banking and evaluated them in a user study with n=18 subjects concerning the factors mentioned above. Although the results suggest no significant differences between the prototypes, we can draw design implications for conversational interfaces for mobile banking from the collected quantitative and qualitative data.",https://doi.org/10.1145/3473856.3473872,,,closed,4,screening-required,0,,
DCM-00183,estudo-unico-descoberto,pdf-integral-validado-local,20260831T003810Z,OpenAlex,https://openalex.org/W4388906529,https://doi.org/10.1007/s10270-023-01131-3,Modeling and enforcing access control policies in conversational user interfaces,2023,Elena Planas; Salvador Martínez; Marco Brambilla; Jordi Cabot,article,"Abstract Conversational user interfaces (CUIs), such as chatbots, are becoming a common component of many software systems. Although they are evolving in many directions (such as advanced language processing features, thanks to new AI-based developments), less attention has been paid to access control and other security concerns associated with CUIs, which may pose a clear risk to the systems they interface with. In this paper, we apply model-driven techniques to model and enforce access-control policies in CUIs. In particular, we present a fully fledged framework to integrate the role-based access-control (RBAC) protocol into CUIs by: (1) modeling a set of access-control rules to specify permissions over the bot resources using a domain-specific language that tailors core RBAC concepts to the CUI domain; and (2) describing a mechanism to show the feasibility of automatically generating the infrastructure to evaluate and enforce the modeled access control policies at runtime.",https://doi.org/10.1007/s10270-023-01131-3,https://link.springer.com/content/pdf/10.1007/s10270-023-01131-3.pdf,cc-by,hybrid,4,screening-required,1,library/staging/master/DCM-00183-Modeling-and-enforcing-access-control-policies-in-conversational-user-interfaces.pdf,data/document-resolution/master/validated-documents.csv
DCM-00184,estudo-unico-descoberto,recuperacao-tentada-sem-pdf-valido,20260831T003810Z,OpenAlex,https://openalex.org/W4295955266,https://doi.org/10.1145/3543829.3544524,Unifying Recommender Systems and Conversational User Interfaces,2022,Alain D. Starke; Minha Lee,conference-paper,"This paper considers unifying research on conversational user interfaces and recommender systems. Studies on conversational user interfaces (CUIs) typically examine how conversations can be facilitated (i.e., optimizing the means). Recommender systems research (RecSys) aims to retrieve and present recommendations in a user’s session (i.e., optimizing the ends). Though these aims are overlapping across both areas, they can be better examined together to target the means and ends of what people can achieve with technology as conversational recommender systems (CRSs). We discuss the intersection of conversational user interfaces, recommender systems, and conversational recommender systems. We argue how conversations and recommendations can be designed holistically, in which recommendations can also be a means to foster engaging conversational interaction, while conversations as ends can better sustain curated, long-term recommendations.",https://doi.org/10.1145/3543829.3544524,https://dl.acm.org/doi/pdf/10.1145/3543829.3544524,,gold,4,screening-required,2,,
DCM-00185,estudo-unico-descoberto,sem-url-pdf-resolucao-pendente,20260831T003810Z,OpenAlex,https://openalex.org/W2943791821,https://doi.org/10.1145/3290607.3312796,"""What does your Agent look like?""",2019,Sunok Lee; Sungbae Kim; Sangsu Lee,conference-paper,"Conversational agents (CAs) become more popular and useful at home. Creating the persona is an important part of designing the conversational user interface (CUI). Since the CUI is a voice-mediated interface, users naturally form an image of the CA's persona through the voice. Because that image affects users' interaction with CAs while using a CUI, we tried to understand users' perception via drawing method. We asked 31 users to draw an image of the CA that communicates with the user. Through a qualitative analysis of the collected drawings and interviews, we could see the various types of CA personas perceived by users and found design factors that influenced users' perception. Our findings help us understand persona perception, and that will provide designers with design implications for creating an appropriate persona.",https://doi.org/10.1145/3290607.3312796,,,closed,3,screening-required,0,,
DCM-00186,estudo-unico-descoberto,pdf-integral-validado-local,20260831T003810Z,OpenAlex,https://openalex.org/W4406975581,https://doi.org/10.1145/3708359.3712133,Is Conversational XAI All You Need? Human-AI Decision Making With a Conversational XAI Assistant,2025,Gaole He; N Aishwarya; Ujwal Gadiraju,conference-paper,"Explainable artificial intelligence (XAI) methods are being proposed to help interpret and understand how AI systems reach specific predictions. Inspired by prior work on conversational user interfaces, we argue that augmenting existing XAI methods with conversational user interfaces can increase user engagement and boost user understanding of the AI system. In this paper, we explored the impact of a conversational XAI interface on users' understanding of the AI system, their trust, and reliance on the AI system. In comparison to an XAI dashboard, we found that the conversational XAI interface can bring about a better understanding of the AI system among users and higher user trust. However, users of both the XAI dashboard and conversational XAI interfaces showed clear overreliance on the AI system. Enhanced conversations powered by large language model (LLM) agents amplified over-reliance. Based on our findings, we reason that the potential cause of such overreliance is the illusion of explanatory depth that is concomitant with both XAI interfaces. Our findings have important implications for designing effective conversational XAI interfaces to facilitate appropriate reliance and improve human-AI collaboration. Code can be found at https://github.com/delftcrowd/IUI2025_ConvXAI",https://doi.org/10.1145/3708359.3712133,,cc-by,gold,3,screening-required,1,library/staging/master-openalex/DCM-00186-OA002-Is-Conversational-XAI-All-You-Need-Human-AI-Decision-Making-With-.pdf,data/document-resolution/master/openalex-validated/validated-documents.csv
DCM-00187,estudo-unico-descoberto,pdf-integral-validado-local,20260831T003810Z,OpenAlex,https://openalex.org/W4284991798,https://doi.org/10.1007/s10639-022-11177-3,Interacting with educational chatbots: A systematic review,2022,Mohammad Amin Kuhail; Nazik Alturki; Salwa Alramlawi; Kholood Alhejori,review,"Abstract Chatbots hold the promise of revolutionizing education by engaging learners, personalizing learning activities, supporting educators, and developing deep insight into learners’ behavior. However, there is a lack of studies that analyze the recent evidence-based chatbot-learner interaction design techniques applied in education. This study presents a systematic review of 36 papers to understand, compare, and reflect on recent attempts to utilize chatbots in education using seven dimensions: educational field, platform, design principles, the role of chatbots, interaction styles, evidence, and limitations. The results show that the chatbots were mainly designed on a web platform to teach computer science, language, general education, and a few other fields such as engineering and mathematics. Further, more than half of the chatbots were used as teaching agents, while more than a third were peer agents. Most of the chatbots used a predetermined conversational path, and more than a quarter utilized a personalized learning approach that catered to students’ learning needs, while other chatbots used experiential and collaborative learning besides other design principles. Moreover, more than a third of the chatbots were evaluated with experiments, and the results primarily point to improved learning and subjective satisfaction. Challenges and limitations include inadequate or insufficient dataset training and a lack of reliance on usability heuristics. Future studies should explore the effect of chatbot personality and localization on subjective satisfaction and learning effectiveness.",https://doi.org/10.1007/s10639-022-11177-3,https://link.springer.com/content/pdf/10.1007/s10639-022-11177-3.pdf,cc-by,hybrid,3,screening-required,1,library/staging/master/DCM-00187-Interacting-with-educational-chatbots-A-systematic-review.pdf,data/document-resolution/master/validated-documents.csv
DCM-00188,estudo-unico-descoberto,pdf-integral-validado-local,20260831T003810Z,OpenAlex,https://openalex.org/W3200412126,https://doi.org/10.1145/3473856.3473871,Ensuring a Robust Multimodal Conversational User Interface During Maintenance Work,2021,Christian Fleiner; Till Riedel; Michael Beigl; Marcel Ruoff,conference-paper,"It has been shown that the provision of a conversational user interface proves beneficial in many domains. But, there are still many challenges when applied in production areas, e.g. as part of a virtual assistant to support workers in knowledge-intensive maintenance work. Regarding input modalities, touchscreens are failure-prone in wet environments and the quality of voice recognition is negatively affected by ambient noise. Augmenting a symmetric text- and voice-based user interface with gestural input poses a good solution to provide both efficiency and a robust communication. This paper contributes to this research area by providing results on the application of appropriate head and one-hand gestures during maintenance work. We conducted an elicitation study with 20 participants and present a gesture set as its outcome. To facilitate the gesture development and integration for application designers, a classification model for head gestures and one for one-hand gestures were developed. Additionally, a proof-of-concept for operators’ acceptance regarding a multimodal conversational user interface with support of gestural input during maintenance work was demonstrated. It encompasses two usability testings with 18 participants in different realistic, but controlled settings: notebook repair (SUS: 82.1) and cutter head maintenance (SUS: 82.7).",https://publikationen.bibliothek.kit.edu/1000138385,https://publikationen.bibliothek.kit.edu/1000138385/154245988,,green,4,screening-required,1,library\staging\10.1145-3473856.3473871.pdf,data/document-resolution/validated-documents.csv
DCM-00189,estudo-unico-descoberto,sem-url-pdf-resolucao-pendente,20260831T003810Z,OpenAlex,https://openalex.org/W4385432937,https://doi.org/10.1007/978-3-031-40113-8_17,Key Principles Pertinent to User Experience Design for Conversational User Interfaces: A Conceptual Learning Model,2023,Amore Rossouw; Hanlie Smuts,conference-paper,,https://doi.org/10.1007/978-3-031-40113-8_17,,,closed,4,screening-required,0,,
DCM-00190,estudo-unico-descoberto,sem-url-pdf-resolucao-pendente,20260831T003810Z,OpenAlex,https://openalex.org/W2967462851,https://doi.org/10.1145/3342775.3342796,Conversation considered harmful?,2019,Stuart Reeves,conference-paper,"As a concept, 'conversation' is rife with troublemaking potential. It is not that we should necessarily abandon use of 'conversation' in conversational user interface (CUI) research, but rather treat it with a significant measure of care due to the varied conceptual problems it introduces---problems sketched in this paper. I suggest an alternative, possibly safer articulation and conceptual shift: conversation-sensitive design.",https://doi.org/10.1145/3342775.3342796,,,closed,0,screening-required,0,,
